question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
60,"The third level of safety audit is conducted by:","External agencies","Departmental Safety Officers","Executive Directors","Fire Services","A","External third parties conduct statutory safety audits."
61,"Who participates in Apex Safety Inspection?","HODs, Sectional In-charges and DSOs","Only Chairman","Only Contractors","Only Workers","A","Apex inspections involve HODs, Sectional In-charges and DSOs."
62,"Fire Safety Inspections are conducted by:","Fire Services Department","Human Resources","Finance Department","Marketing Department","A","Fire Services Department conducts fire safety inspections."
63,"Behavioural interventions primarily aim to identify:","Unsafe acts and unsafe conditions","Financial losses","Machine output","Inventory shortages","A","Behavioural interventions identify unsafe acts and situations."
64,"Periodic safety reviews are conducted to:","Prepare strategic action plans","Approve salaries","Recruit employees","Increase production","A","Reviews identify issues and formulate improvement plans."
65,"The SAIL Safety Organization (SSO) was established in:","1988","1995","2001","1978","A","SSO was formed in 1988."
66,"The primary role of SSO is to coordinate:","Safety and Fire Service activities","Production planning","Sales activities","Human resources","A","SSO coordinates safety and fire service functions."
67,"Which of the following is a major function of SSO?","Developing safety culture","Export promotion","Marketing","Finance management","A","Developing a strong safety culture is a major SSO responsibility."
68,"SSO conducts periodic audits mainly to:","Assess effectiveness of Safety Management Systems","Increase production","Reduce manpower","Evaluate profits","A","Audits evaluate the effectiveness of safety systems."
69,"SSO maintains which important organizational database?","Incident and Accident Data Management System","Payroll Database","Purchase Database","Medical Database","A","SSO maintains accident and incident databases."
70,"Which organization's secretarial functions are carried out by SSO?","JCSSI","NSC","WSA","ISO","A","SSO performs secretarial functions for JCSSI."
71,"Which committee develops Inter Plant Standards in the Steel Industry (IPSS)?","IPSS 1:11 Standards Committee","Finance Committee","Procurement Committee","Training Committee","A","IPSS 1:11 formulates and updates safety standards."
72,"IPSS 1:11 is headed by:","Executive Director, SSO","Chairman, SAIL","Director Finance","Director Personnel","A","ED, SSO heads the IPSS 1:11 committee."
73,"Which of the following topics has IPSS standards?","Working at Height","Roof Sheet Changing","Gas Line Jobs","All of the above","D","IPSS standards cover all these hazardous activities."
74,"Safety audits conducted by SSO follow which Indian Standard?","IS 14489:2018","IS 800","IS 456","IS 10262","A","SSO safety audits follow IS 14489:2018."
75,"Theme-based audits introduced by SSO include:","Fuel Gas Safety","Payroll Audit","Store Audit","Accounts Audit","A","Fuel Gas Safety is one example of a theme-based audit."
76,"Reality Check mechanism introduced in audits evaluates:","Actual safety perception of workers","Machine speed","Production output","Attendance","A","Reality checks assess the actual safety mindset of employees."
77,"Which workshops are organized by SSO for sharing best safety practices?","LEO Workshops","Finance Workshops","Procurement Workshops","Sales Workshops","A","LEO (Learning from Each Other) workshops promote knowledge sharing."
78,"Customized safety training programmes for mines are organized with the help of:","External expert agencies","Banks","Suppliers","Customers","A","External experts assist in mine safety training."
79,"Fatal accident case studies are published annually by SSO in the form of:","An e-book","Magazine","Poster","Newsletter","A","Annual e-books help spread learning from fatal incidents."
80,"Daily, monthly and annual safety reports are published by:","SAIL Safety Organization","Finance Department","HR Department","Fire Services","A","SSO compiles and circulates safety reports."
