question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
25,"The Suggestion Scheme helps increase:","Production","Productivity","Both production and productivity","Neither","C","Both production and productivity improve."
26,"Business Excellence mainly emphasizes:","Continuous improvement","Employee layoffs","Financial auditing","Salary revision","A","Business Excellence focuses on continuous improvement."
27,"Business Excellence can be applied to:","Only manufacturing","Only service industries","All kinds of organizations","Only government companies","C","It applies to public/private, profit/non-profit, small/large organizations."
28,"Which methodology is included under Business Excellence?","Six Sigma","Total Quality Management","Lean Manufacturing","All of the above","D","All listed methodologies fall under Business Excellence."
29,"Business Excellence aims to satisfy:","Stakeholders","Only shareholders","Only employees","Only suppliers","A","Organizations strive to meet stakeholder needs."
30,"Business Excellence encourages:","Process optimization","Ignoring regulations","Reducing customer satisfaction","Eliminating quality systems","A","Process optimization is a core objective."
31,"Applying Business Excellence reduces:","Costs","Wastage","Both A and B","Employee participation","C","Cost and wastage reduction are major outcomes."
32,"Business Excellence improves:","On-time deliveries","Quality","Yield","All of the above","D","All are mentioned as operational benefits."
33,"A non-tangible benefit of Business Excellence is:","Employee engagement","Machine replacement","Capital expenditure","Tax reduction","A","Employee engagement is specifically mentioned."
34,"ISO stands for:","International Organization for Standardization","International Standards Organization","Indian Standards Organization","Industrial Standard Office","A","ISO is the International Organization for Standardization."
35,"ISO was established in:","1947","1950","1962","1980","A","The chapter states ISO was established in 1947."
36,"ISO headquarters is located in:","Geneva","London","Paris","Tokyo","A","ISO headquarters is in Geneva, Switzerland."
37,"ISO is a:","Government organization","Independent non-governmental organization","Private company","Trade union","B","ISO is independent and non-governmental."
38,"India is represented in ISO by:","BIS","RBI","SEBI","NITI Aayog","A","BIS is India's national standards body."
39,"ISO standards mainly focus on:","Processes","Products only","Marketing","Sales","A","ISO standards are process standards."
40,"ISO has developed over:","25,000 standards","2,500 standards","5,000 standards","10,000 standards","A","The chapter mentions over 25,000 standards."
41,"Which of the following is an advantage of ISO Standards?","Increase production waste","Reduce costs","Increase trade barriers","Reduce productivity","B","ISO standards help organizations reduce costs and improve operational efficiency."
42,"ISO Standards help organizations to:","Reduce productivity","Access new markets","Increase defects","Avoid standardization","B","ISO certification enhances credibility and market access."
43,"One major advantage of ISO Standards is:","Increasing international trade barriers","Reducing international trade barriers","Eliminating exports","Reducing product quality","B","ISO standards facilitate international trade by reducing technical barriers."
44,"ISO Standards promote a continuous cycle of:","Recruitment and retirement","Self-evaluation and correction","Sales and marketing","Procurement and disposal","B","Continuous improvement is achieved through self-evaluation and corrective actions."
45,"PDCA stands for:","Plan-Do-Check-Act","Prepare-Develop-Control-Act","Plan-Develop-Check-Analyze","Perform-Do-Control-Assess","A","PDCA is the internationally recognized continuous improvement cycle."
46,"The PDCA Cycle is also known as the:","Juran Cycle","Deming Cycle","Ishikawa Cycle","Taguchi Cycle","B","PDCA was popularized by Dr. W. Edwards Deming."
47,"Who originally developed the PDCA Cycle?","Philip Crosby","Dr. W. Edwards Deming","Joseph Juran","Kaoru Ishikawa","B","The chapter credits Dr. W. Edwards Deming with the PDCA cycle."
48,"The first stage of PDCA is:","Do","Plan","Check","Act","B","Planning establishes objectives before implementation."
49,"During the 'Plan' stage of PDCA, an organization should:","Measure results","Implement changes","Set objectives and processes","Review performance","C","Planning focuses on defining objectives and processes."
50,"The 'Do' stage of PDCA involves:","Setting objectives","Implementing the planned process","Monitoring results","Taking corrective action","B","Execution occurs during the Do phase."
51,"Which PDCA stage focuses on monitoring and measurement?","Plan","Do","Check","Act","C","The Check stage compares results with planned objectives."
52,"The 'Act' stage mainly involves:","Preparing budgets","Taking actions to improve results","Collecting suggestions","Conducting interviews","B","Corrective and improvement actions are taken during Act."
53,"The primary objective of the PDCA Cycle is:","Employee recruitment","Continuous improvement","Machine replacement","Financial auditing","B","PDCA is a structured methodology for continual improvement."
54,"PDCA can be applied to:","Only manufacturing","Only quality departments","All processes","Only service organizations","C","The chapter states PDCA applies to all processes."
55,"PDCA helps organizations in:","Random decision making","Systematic planning and execution","Reducing customer satisfaction","Increasing process variation","B","PDCA provides a structured improvement methodology."
56,"The High Level Structure (HLS) is established for:","Accounting Standards","ISO Management System Standards","Company Policies","Engineering Drawings","B","HLS provides a common framework for ISO standards."
57,"The High Level Structure contains:","5 clauses","8 clauses","10 clauses","12 clauses","C","HLS consists of ten standardized clauses."
58,"Which is Clause 1 of the High Level Structure?","Leadership","Scope","Planning","Support","B","Clause 1 defines the scope."
59,"Clause 2 of the HLS is:","Normative References","Operation","Support","Improvement","A","Normative References is the second clause."
60,"Clause 3 of the HLS covers:","Planning","Terms and Definitions","Operation","Leadership","B","Definitions are provided under Clause 3."
61,"Clause 4 of HLS is:","Performance Evaluation","Context of the Organization","Support","Improvement","B","Understanding organizational context is Clause 4."
62,"Clause 5 of HLS is:","Leadership","Planning","Operation","Scope","A","Leadership commitment is covered under Clause 5."
63,"Clause 6 of HLS is:","Support","Planning","Operation","Improvement","B","Planning includes risk and opportunity management."
64,"Clause 7 of HLS deals with:","Support","Scope","Leadership","Performance Evaluation","A","Support covers resources and competence."
65,"Clause 8 of HLS is:","Operation","Planning","Support","Improvement","A","Operational control is addressed in Clause 8."
66,"Clause 9 of HLS is:","Improvement","Performance Evaluation","Leadership","Operation","B","Performance evaluation measures system effectiveness."
67,"Clause 10 of HLS focuses on:","Improvement","Scope","Planning","Support","A","Continual improvement is the final clause."
68,"One major advantage of HLS is:","Different structures for every ISO standard","Uniform structure across ISO standards","Elimination of documentation","Removal of audits","B","Uniform clauses simplify implementation."
69,"HLS facilitates:","Greater integration of multiple standards","Elimination of quality systems","Only financial auditing","Machine procurement","A","Organizations can integrate several ISO systems easily."
70,"ISO 9001:2015 specifies requirements for:","Environmental Management","Quality Management System","Information Security","Energy Management","B","ISO 9001 is the Quality Management System standard."
71,"ISO 14001:2015 relates to:","Quality Management","Environmental Management System","Energy Management","Information Security","B","ISO 14001 addresses environmental management."
72,"ISO 45001:2018 is associated with:","Occupational Health and Safety","Quality","Environment","Information Security","A","ISO 45001 covers occupational health and safety."
73,"ISO 50001:2018 relates to:","Energy Management System","Quality Management","Social Accountability","Anti-Bribery","A","ISO 50001 improves energy performance."
74,"ISO 27001:2013 focuses on:","Information Security Management","Environmental Management","Safety Management","Quality Management","A","ISO 27001 establishes information security controls."
75,"ISO 37001:2016 specifies requirements for:","Quality Management","Anti-Bribery Management","Energy Management","Environmental Management","B","ISO 37001 prevents and detects bribery."
76,"SA 8000:2014 is primarily related to:","Energy Management","Social Accountability","Information Security","Environmental Protection","B","SA 8000 promotes socially responsible workplaces."
77,"SA 8000 was established by:","ISO","Social Accountability International (SAI)","BIS","JUSE","B","The Social Accountability International developed SA 8000."
78,"CE Mark Certification is mainly required for:","Exporting products to Europe","Importing products into India","ISO Certification","Factory Licensing","A","CE Mark enables access to the European market."
79,"ISO certification audits are conducted by:","Internal auditors only","External certification bodies","Customers","Suppliers","B","External certification bodies perform certification audits."
80,"Recertification audits are conducted every:","One year","Two years","Three years","Five years","C","Organizations undergo recertification every three years."
81,"Surveillance audits for ISO-certified organizations are conducted:","Every month","Every year","Every three years","Every five years","B","The chapter states that surveillance audits are organized annually."
82,"Quality Circles (QC) primarily aim to improve:","Quality and productivity","Marketing","Finance","Recruitment","A","Quality Circles improve quality and productivity through employee participation."
83,"A Quality Circle generally consists of:","2–3 employees","4–6 employees","10–15 employees","20 employees","B","The chapter defines a Quality Circle as a small group of 4–6 employees."
84,"Members of a Quality Circle participate on a:","Compulsory basis","Volunteer basis","Contract basis","Temporary basis","B","Employees voluntarily participate in Quality Circles."
85,"Quality Circles solve problems mainly at the:","National level","Departmental level","International level","Corporate policy level","B","QCs focus on departmental work-related problems."
86,"Quality Circles generally work with:","Unlimited resources","Limited resources","Government funding","External consultants","B","The chapter specifies that QCs solve problems with limited resources."
87,"One important benefit of Quality Circles is:","Reduced communication","Personality development","Increased conflicts","Lower motivation","B","Quality Circles contribute to employee personality development."
88,"Quality Circles help create a:","Negative work environment","Positive work environment","Competitive conflict","Rigid hierarchy","B","A positive work environment is one of the benefits."
89,"Quality Circles encourage:","Individual competition only","Team spirit","Industrial disputes","Union negotiations","B","Team spirit is one of the major outcomes of Quality Circles."
90,"Quality Circles improve:","Cohesiveness","Absenteeism","Machine breakdown","Tax collection","A","Quality Circles strengthen team cohesiveness."
91,"The concept of Quality Circles originated in:","Germany","Japan","United States","United Kingdom","B","Quality Circles originated in Japan."
92,"Quality Circles originated during the:","Industrial Revolution","Post-war reconstruction period","Digital Revolution","Green Revolution","B","The concept developed during Japan's post-war reconstruction."
93,"Japanese industries emphasized improvement in:","Financial accounting","Quality control techniques","Tax planning","Labour laws","B","Quality control formed the foundation of Quality Circles."
94,"The first Quality Circles were registered with:","ISO","JUSE","BIS","SAI","B","The first three circles were registered with JUSE."
95,"JUSE stands for:","Japanese Union of Scientists and Engineers","Japan Universal Standards Establishment","Joint Union of Steel Enterprises","Japanese Utility Standards Establishment","A","JUSE is the Japanese Union of Scientists and Engineers."
96,"The first three Quality Circles were registered in:","1947","1962","1980","1975","B","The first three circles were registered in 1962."
97,"The Quality Circle movement reached India approximately:","5 years later","10 years later","20 years later","30 years later","C","The chapter mentions nearly twenty years after Japan."
98,"The first organization to introduce Quality Circles in India was:","SAIL","BHEL","NTPC","ONGC","B","BHEL introduced Quality Circles in India."
99,"BHEL introduced Quality Circles in the year:","1975","1980","1985","1990","B","Quality Circles were launched by BHEL in 1980."
100,"Which is the first step in the QC problem-solving process?","Selection of Problem","Identification of Problem","Data Analysis","Root Cause Analysis","B","Problem identification is the first QC step."
101,"The second step of QC problem solving is:","Selection of Problem","Define the Problem","Analysis","Implementation","A","Problem selection follows identification."
102,"The third QC step is:","Finding Root Cause","Define the Problem","Trial Implementation","Data Collection","B","The problem must be clearly defined."
103,"The fourth QC step is:","Analysis of the Problem","Solution Development","Review","Planning","A","Problem analysis follows problem definition."
104,"Which QC step identifies possible causes of the problem?","Identification of Causes","Follow-up Review","Regular Implementation","Selection of Problem","A","Possible causes are identified before root cause analysis."
105,"Root Cause Analysis corresponds to which QC step?","Step 4","Step 5","Step 6","Step 7","C","Finding the root causes is Step 6."
106,"Which QC step follows Root Cause Analysis?","Developing Solution","Data Analysis","Regular Implementation","Problem Definition","B","Step 7 is Data Analysis."
107,"Developing Solution is:","Step 6","Step 7","Step 8","Step 9","C","Solution development occurs after data analysis."
108,"Foreseeing Probable Resistance is:","Step 8","Step 9","Step 10","Step 11","B","Possible resistance is anticipated before implementation."
109,"Trial Implementation and Performance Check is:","Step 9","Step 10","Step 11","Step 12","B","Solutions are tested before full implementation."
110,"Regular Implementation is performed after:","Problem Identification","Trial Implementation","Root Cause Analysis","Selection of Problem","B","Successful trials lead to regular implementation."
111,"The final step of QC problem solving is:","Developing Solution","Follow-up Review","Performance Evaluation","Data Analysis","B","Step 12 ensures sustained improvement."
112,"Follow-up Review ensures:","Continuous monitoring","Machine replacement","Policy revision","Financial auditing","A","Follow-up confirms the effectiveness of implemented solutions."
113,"Which QC tool is primarily used to visualize the sequence of activities?","Flow Diagram","Histogram","Scatter Diagram","Control Chart","A","Flow Diagrams illustrate process flow."
114,"Brainstorming is mainly used for:","Generating ideas","Financial analysis","Machine maintenance","Performance appraisal","A","Brainstorming encourages idea generation."
115,"Which QC technique focuses on gathering factual information?","Data Collection","Pareto Diagram","Histogram","Scatter Diagram","A","Reliable decisions require proper data collection."
116,"Graphs are mainly used for:","Visual representation of data","Policy making","Employee recruitment","Machine installation","A","Graphs simplify data interpretation."
117,"Stratification helps in:","Grouping data into meaningful categories","Replacing machinery","Preparing budgets","Scheduling shifts","A","Stratification separates data into logical groups."
118,"The Pareto Diagram is based on the:","80:20 Principle","50:50 Principle","100% Rule","Six Sigma Rule","A","Pareto analysis identifies the vital few causes."
119,"Cause and Effect Diagram is also known as:","Fishbone Diagram","Histogram","Scatter Plot","Run Chart","A","The Ishikawa or Fishbone diagram identifies possible causes."
120,"Scatter Diagram is mainly used to study:","Relationship between two variables","Production schedules","Employee attendance","Inventory valuation","A","Scatter diagrams identify correlations between variables."
121,"Which Quality Circle tool is most suitable for showing the frequency distribution of data?","Histogram","Flow Diagram","Scatter Diagram","Control Chart","A","A histogram graphically represents the frequency distribution of data."
122,"Which QC tool is primarily used to monitor whether a process remains under statistical control?","Control Chart","Brainstorming","Pareto Diagram","Flow Diagram","A","Control Charts monitor process stability and detect variations."
123,"A Histogram is mainly useful for analyzing:","Data distribution","Employee motivation","Machine installation","Budget allocation","A","Histograms help understand how data is distributed."
124,"Which Quality Circle tool helps distinguish between common cause and special cause variation?","Control Chart","Scatter Diagram","Brainstorming","Flow Diagram","A","Control Charts identify process variations and stability."
125,"Which QC tool would be most appropriate for identifying the 'vital few' causes of a problem?","Pareto Diagram","Histogram","Flow Diagram","Control Chart","A","Pareto analysis follows the 80:20 principle to identify major contributors."
126,"Which QC tool best represents the relationship between two variables?","Scatter Diagram","Histogram","Brainstorming","Stratification","A","Scatter diagrams help determine correlation between variables."
127,"Which QC tool visually represents process flow from start to finish?","Flow Diagram","Histogram","Pareto Diagram","Control Chart","A","Flow diagrams map the sequence of activities."
128,"Brainstorming in Quality Circles is mainly intended to:","Generate multiple ideas without criticism","Evaluate employee performance","Prepare budgets","Conduct audits","A","Brainstorming encourages free generation of ideas."
129,"Which Quality Circle tool separates collected data into meaningful groups for analysis?","Stratification","Scatter Diagram","Histogram","Flow Diagram","A","Stratification classifies data into logical categories."
130,"Which of the following is NOT listed as a Quality Circle problem-solving tool in the chapter?","SWOT Analysis","Histogram","Control Chart","Cause and Effect Diagram","A","SWOT Analysis is not included among the QC tools listed in the chapter."
131,"All integrated steel plants in SAIL have:","Active Quality Circles","No Quality Circles","Quality Circles only in management","Temporary Quality Circles","A","The chapter states that all integrated steel plants in SAIL have active Quality Circles."
132,"Quality Circles in SAIL have brought recognition at:","National and International levels","Only Plant level","Only State level","Only Regional level","A","SAIL Quality Circles have won awards nationally and internationally."
133,"NCQC stands for:","National Convention on Quality Concepts","National Council for Quality Control","National Committee on Quality","National Circle for Quality","A","NCQC is expanded as National Convention on Quality Concepts."
134,"ICQCC stands for:","International Convention on Quality Control Circles","International Council for Quality Control","Indian Convention on Quality Circles","International Conference on Quality Concepts","A","ICQCC is the International Convention on Quality Control Circles."
135,"SAIL Quality Circles participate in:","NCQC and ICQCC competitions","Olympic competitions","ISO competitions","UN quality conferences","A","The chapter specifically mentions participation in NCQC and ICQCC."
136,"Which statement best describes Quality Circles?","Small voluntary groups solving departmental problems","Government inspection teams","External audit committees","Machine maintenance teams","A","Quality Circles consist of volunteers solving workplace problems."
137,"Assertion: Quality Circles improve productivity. Reason: Employees actively participate in solving departmental problems.","Both Assertion and Reason are true, and Reason correctly explains Assertion","Both are true but Reason does not explain Assertion","Assertion is true but Reason is false","Assertion is false but Reason is true","A","Employee participation improves processes, leading to higher productivity."
138,"Assertion: ISO Standards are product standards. Reason: ISO mainly specifies manufacturing dimensions.","Assertion is true but Reason is false","Both are true","Assertion is false but Reason is true","Both are false","D","The chapter clearly states ISO standards are process standards, not product standards."
139,"Assertion: PDCA promotes continuous improvement. Reason: Organizations repeatedly plan, implement, evaluate and improve processes.","Both Assertion and Reason are true, and Reason correctly explains Assertion","Assertion is true but Reason is false","Assertion is false but Reason is true","Both are false","A","PDCA is an iterative improvement methodology."
140,"Assertion: Business Excellence benefits only manufacturing companies. Reason: It can be applied to organizations of every type.","Assertion is true but Reason is false","Both are true","Assertion is false but Reason is true","Both are false","C","Business Excellence is applicable to all organizations."
141,"Which sequence correctly represents the PDCA Cycle?","Plan → Do → Check → Act","Plan → Check → Do → Act","Do → Plan → Act → Check","Check → Plan → Do → Act","A","The standard PDCA order is Plan, Do, Check and Act."
142,"Which of the following ISO standards relates to Energy Management?","ISO 50001:2018","ISO 9001:2015","ISO 27001:2013","ISO 14001:2015","A","ISO 50001 focuses on Energy Management Systems."
143,"Which ISO standard focuses on Anti-Bribery Management?","ISO 37001:2016","ISO 45001:2018","ISO 14001:2015","ISO 9001:2015","A","ISO 37001 specifies Anti-Bribery Management Systems."
144,"Which statement about the Suggestion Scheme is correct?","It encourages employee creativity and innovation.","It deals mainly with industrial disputes.","It replaces company policies.","It focuses only on financial incentives.","A","The scheme primarily promotes employee creativity and constructive participation."
145,"Which of the following is outside the scope of the Suggestion Scheme?","Company policy matters","Energy conservation","Product improvement","Process simplification","A","Policy matters are specifically excluded from the scheme."
146,"Which benefit is common to both the Suggestion Scheme and Quality Circles?","Improved employee involvement","Reduction in export duty","Increase in taxation","Elimination of audits","A","Both initiatives encourage employee participation and involvement."
147,"Which of the following best represents Business Excellence?","A culture of continuous organizational improvement","A financial accounting standard","A product testing laboratory","A government subsidy scheme","A","Business Excellence encompasses continuous improvement practices."
148,"The major purpose of ISO certification is to:","Standardize organizational processes","Increase taxation","Replace employee training","Eliminate quality audits","A","ISO certification ensures standardized, well-managed organizational processes."
149,"Which chapter topic emphasizes voluntary employee participation for solving work-related problems?","Quality Circles","ISO Certification","CE Marking","SA 8000","A","Quality Circles are voluntary employee groups solving workplace problems."
150,"Which statement best summarizes the central theme of Chapter 14?","Employee participation, continuous improvement, standardization, and quality enhancement drive organizational excellence.","Quality depends only on machinery.","ISO standards eliminate the need for employee involvement.","Business Excellence focuses only on profit.","A","The chapter integrates Suggestion Schemes, Business Excellence, ISO systems, and Quality Circles as complementary approaches to organizational improvement."
