question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
83,Monitoring and measurement are needed to ensure,Conformity,Popularity,Advertising reach,Market dominance,A,Purpose stated.
84,Customer complaints should be resolved through,Defined processes,Ignoring them,Deleting records,Random actions,A,ISO requires complaint resolution.
85,Corrective actions are required for,Improvement and conformity,Advertising,Taxation,Privatization,A,Part of ISO system.
86,How many Quality Management Principles are listed?,Seven,Five,Eight,Ten,A,Seven principles are listed.
87,Which principle appears first?,Customer focused organization,Improvement,Leadership,Relationship management,A,Listed first.
88,Leadership is a,Quality Management Principle,Audit type,Chart type,Control limit,A,One of seven principles.
89,Engagement of people is a,Quality Management Principle,Certification body,Quality tool,Inspection step,A,One of seven principles.
90,Process approach is a,Quality Management Principle,Cost method,Export method,Audit agency,A,Listed principle.
91,Improvement is a,Quality Management Principle,Quality tool,Control chart,Physical characteristic,A,Listed principle.
92,Evidence based decision making is a,Quality Management Principle,Sensory attribute,Audit method,Export target,A,Listed principle.
93,Relationship management is a,Quality Management Principle,Chart type,Inspection type,Tax scheme,A,Listed principle.
94,The quality principles are listed,Not in priority order,In legal order,In financial order,In reverse order,A,Text explicitly states this.
95,Importance of principles may,Vary among organizations,Remain fixed always,Be identical worldwide,Be legally ranked,A,The chapter notes variation.
96,All plants and units have,ISO QMS certifications in their area,No certifications,Only EMS certifications,Only export licenses,A,Mentioned under certified areas.
97,BSP received,Integrated Management System Certificate,Only EMS certificate,Only OHSAS,Only SAMS,A,Stated in text.
98,The certifying agency mentioned is,DNV,BIS,SAIL,ISO Secretariat,A,M/s DNV is named.
99,IMS integrates,QMS EMS OHSAS and SAMS,Only QMS,Only EMS,Only OHSAS,A,Integrated system components.
100,BSP became the first SAIL unit to achieve,This integrated distinction,ISO abolition,Export monopoly,Tax exemption,A,Chapter statement.
101,SAIL quality policy aims to build and sustain a,World-class organization,Local monopoly,Political body,Research grant,A,Text in image.
102,In SAIL policy quality is the hallmark of,Every process and activity,Only production,Only marketing,Only inspection,A,Policy statement.
103,SAIL commits to stakeholder satisfaction through,Innovation and continual improvement,Price cuts only,Advertising,Outsourcing,A,Policy wording.
104,Human resource involvement and dedication support,Stakeholder satisfaction,Tax reduction,Import substitution,Inventory growth,A,Policy statement.
105,Which concept is most closely associated with Total Quality according to the chapter?,Continuous improvement,Random inspection,Market speculation,Price manipulation,A,Total Quality emphasizes continual and systematic improvement.
