question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
24,STP stands for?,Steel Treatment Plant,Sewage Treatment Plant,Slag Treatment Plant,Steam Treatment Plant,B,The correct answer is B based on the chapter content.
25,ZLD stands for?,Zero Liquid Discharge,Zero Land Disposal,Zonal Liquid Disposal,Zero Loss Drainage,A,The correct answer is A based on the chapter content.
26,RWH stands for?,Rain Water Harvesting,River Water Handling,Raw Water Heating,Rain Waste Handling,A,The correct answer is A based on the chapter content.
27,Catch the Rain campaign belongs to?,MoS,MNRE,Ministry of Jal Shakti,NITI Aayog,C,The correct answer is C based on the chapter content.
28,Noise reduction uses acoustic?,Enclosures,Taxes,Furnaces,Roads,A,The correct answer is A based on the chapter content.
29,4R principle includes Reduce Reuse Recycle and?,Rebuild,Recover,Refine,Reform,B,The correct answer is B based on the chapter content.
30,Granulated BF slag is sold to?,Textile industry,Cement industry,Paper industry,IT industry,B,The correct answer is B based on the chapter content.
31,Waste to Wealth concept aims at?,Maximum benefit from waste,Waste dumping,Imports,Taxation,A,The correct answer is A based on the chapter content.
32,PMGSY stands for?,Pradhan Mantri Gramin Sadak Yojana,Prime Mining Scheme,Public Metal Scheme,National Road Tax,A,The correct answer is A based on the chapter content.
33,Installed solar energy capacity mentioned?,27.8 MW,17.8 MW,44.1 MW,384 MW,A,The correct answer is A based on the chapter content.
34,Green power sourced in FY25?,27.8 MW,384 MW,44.1 MW,7 MW,C,The correct answer is C based on the chapter content.
35,Renewable target by 2028-29?,44.1 MW,384 MW,500 MW,278 MW,B,The correct answer is B based on the chapter content.
36,Bagasse based power procured at Salem Steel Plant?,5 MW,7 MW,27 MW,44 MW,B,The correct answer is B based on the chapter content.
37,UJALA scheme relates to?,LEDs,Hydrogen,Water,Roads,A,The correct answer is A based on the chapter content.
38,Conventional lights replaced exceed?,1.2 million,0.2 million,"12,000",12 million,A,The correct answer is A based on the chapter content.
39,Saplings planted in 2024-25?,3 lakh,30 lakh,1 lakh,5 lakh,A,The correct answer is A based on the chapter content.
40,Cumulative saplings planted?,2.24 million,22.4 million,224 million,12.4 million,B,The correct answer is B based on the chapter content.
41,Vasundhara Biodiversity Park area?,409 acres,209 acres,509 acres,109 acres,A,The correct answer is A based on the chapter content.
42,Kiriburu restored area in FY25?,1.5 ha,5 ha,8 ha,15 ha,A,The correct answer is A based on the chapter content.
43,Kiriburu cumulative rehabilitated area?,1.5 ha,8.0 ha,15.2 ha,219 ha,B,The correct answer is B based on the chapter content.
44,Meghahatuburu rehabilitated area total?,15.2 ha,5.0 ha,0.5 ha,20 ha,A,The correct answer is A based on the chapter content.
45,Bolani cumulative restored area?,219 ha,19 ha,29 ha,4 ha,A,The correct answer is A based on the chapter content.
46,PCB use prohibited by?,31 Dec 2025,31 Dec 2030,1 Jan 2026,31 Dec 2024,A,The correct answer is A based on the chapter content.
47,Stockholm Convention deals with?,POPs,Trade,Mining,Shipping,A,The correct answer is A based on the chapter content.
48,ESG stands for?,Environmental Social Governance,Energy Safety Growth,Economic Social Growth,Environmental Steel Governance,A,The correct answer is A based on the chapter content.
49,Global steel CO2 contribution approximately?,8%,12%,21%,31%,A,The correct answer is A based on the chapter content.
50,India steel sector CO2 contribution?,8%,10-12%,2%,31%,B,The correct answer is B based on the chapter content.
51,India emission intensity mentioned?,1.85,2.55,2.41,3.55,B,The correct answer is B based on the chapter content.
52,Global average emission intensity?,2.55,1.85,1.9,2.5,B,The correct answer is B based on the chapter content.
53,Net Zero target year?,2050,2060,2070,2080,C,The correct answer is C based on the chapter content.
54,Steel Scrap Recycling Policy year?,2019,2016,2021,2010,A,The correct answer is A based on the chapter content.
55,National Solar Mission launched in?,2010,2019,2021,2006,A,The correct answer is A based on the chapter content.
56,PAT scheme expands to?,Perform Achieve and Trade,Power Audit Trade,Pollution Assessment Tool,Performance Audit Target,A,The correct answer is A based on the chapter content.
57,NEDO belongs to?,Japan,India,USA,Germany,A,The correct answer is A based on the chapter content.
58,Identify the correct statement regarding: Steel is 100% recyclable without loss of quality.,50% recyclable,75% recyclable,100% recyclable,Not recyclable,C,Directly derived from the chapter.
59,Identify the correct statement regarding: SAIL's Environment Management Division was established on?,23 June 1988,23 June 1990,1 Jan 1988,14 Sept 2006,A,Directly derived from the chapter.
60,Identify the correct statement regarding: EMD headquarters is located at?,Delhi,Mumbai,Kolkata,Rourkela,C,Directly derived from the chapter.
61,Identify the correct statement regarding: EMD is certified with which QMS standard?,ISO 14001:2015,ISO 9001:2015,ISO 45001,ISO 50001,B,Directly derived from the chapter.
62,"Identify the correct statement regarding: The four major pollutants in steel plants include air emissions, effluent, noise and?",Radiation,Solid waste,Heat,Light,B,Directly derived from the chapter.
63,Identify the correct statement regarding: BF stands for?,Basic Furnace,Blast Furnace,Boiling Furnace,Brick Furnace,B,Directly derived from the chapter.
64,Identify the correct statement regarding: BOF stands for?,Basic Oxygen Furnace,Blast Oxygen Facility,Boiler Oxygen Furnace,Basic Ore Furnace,A,Directly derived from the chapter.
65,Identify the correct statement regarding: Corporate Sustainability Policy referenced year?,2024,2025,2026,2030,C,Directly derived from the chapter.
66,Identify the correct statement regarding: Environmental stewardship includes?,Emission reduction,Tax increase,Import promotion,Privatization,A,Directly derived from the chapter.
67,Identify the correct statement regarding: Sustainable sourcing means procurement that is?,Expensive,Responsible,Imported,Unregulated,B,Directly derived from the chapter.
68,"Identify the correct statement regarding: Major air pollutants include CO2, SOx, NOx and?",Methane only,Dust,Helium,Argon,B,Directly derived from the chapter.
69,"Identify the correct statement regarding: Water is used for cooling, heat transfer, descaling and?",Mining only,Dust scrubbing,Painting,Packaging,B,Directly derived from the chapter.
70,Identify the correct statement regarding: Major share of steel industry solid waste comes from?,BF and BOF slag,Office waste,Plastic waste,Food waste,A,Directly derived from the chapter.
71,Identify the correct statement regarding: Environment Control Department is set up at?,Corporate only,Individual plants,Villages,Ports,B,Directly derived from the chapter.
72,Identify the correct statement regarding: EMS is linked with which standard?,ISO 9001,ISO 14001,ISO 22000,ISO 27001,B,Directly derived from the chapter.
73,Identify the correct statement regarding: EIA Notification year?,2000,2010,2006,2016,C,Directly derived from the chapter.
74,Identify the correct statement regarding: Consent to Operate is abbreviated as?,CtE,CtO,CPO,COP,B,Directly derived from the chapter.
75,Identify the correct statement regarding: Consent to Establish is abbreviated as?,CtE,CtO,CEO,CSE,A,Directly derived from the chapter.
76,Identify the correct statement regarding: Air pollution equipment includes?,Bag Filters,Printers,Transformers,Excavators,A,Directly derived from the chapter.
77,Identify the correct statement regarding: SO2 emissions are controlled by using?,High sulphur coal,Low sulphur coal,More limestone,More water,B,Directly derived from the chapter.
78,Identify the correct statement regarding: CDQ stands for?,Coke Dry Quenching,Coal Dry Quality,Carbon Dust Quantity,Coke Dust Quality,A,Directly derived from the chapter.
79,Identify the correct statement regarding: TRT stands for?,Top gas Pressure Recovery Turbine,Thermal Recovery Tank,Top Resource Transfer,Torpedo Recovery Technology,A,Directly derived from the chapter.
80,Identify the correct statement regarding: ETP stands for?,Effluent Treatment Plant,Energy Transfer Plant,Emission Treatment Plant,Eco Test Plant,A,Directly derived from the chapter.
81,Identify the correct statement regarding: STP stands for?,Steel Treatment Plant,Sewage Treatment Plant,Slag Treatment Plant,Steam Treatment Plant,B,Directly derived from the chapter.
82,Identify the correct statement regarding: ZLD stands for?,Zero Liquid Discharge,Zero Land Disposal,Zonal Liquid Disposal,Zero Loss Drainage,A,Directly derived from the chapter.
83,Identify the correct statement regarding: RWH stands for?,Rain Water Harvesting,River Water Handling,Raw Water Heating,Rain Waste Handling,A,Directly derived from the chapter.
84,Identify the correct statement regarding: Catch the Rain campaign belongs to?,MoS,MNRE,Ministry of Jal Shakti,NITI Aayog,C,Directly derived from the chapter.
85,Identify the correct statement regarding: Noise reduction uses acoustic?,Enclosures,Taxes,Furnaces,Roads,A,Directly derived from the chapter.
86,Identify the correct statement regarding: 4R principle includes Reduce Reuse Recycle and?,Rebuild,Recover,Refine,Reform,B,Directly derived from the chapter.
87,Identify the correct statement regarding: Granulated BF slag is sold to?,Textile industry,Cement industry,Paper industry,IT industry,B,Directly derived from the chapter.
88,Identify the correct statement regarding: Waste to Wealth concept aims at?,Maximum benefit from waste,Waste dumping,Imports,Taxation,A,Directly derived from the chapter.
89,Identify the correct statement regarding: PMGSY stands for?,Pradhan Mantri Gramin Sadak Yojana,Prime Mining Scheme,Public Metal Scheme,National Road Tax,A,Directly derived from the chapter.
90,Identify the correct statement regarding: Installed solar energy capacity mentioned?,27.8 MW,17.8 MW,44.1 MW,384 MW,A,Directly derived from the chapter.
91,Identify the correct statement regarding: Green power sourced in FY25?,27.8 MW,384 MW,44.1 MW,7 MW,C,Directly derived from the chapter.
92,Identify the correct statement regarding: Renewable target by 2028-29?,44.1 MW,384 MW,500 MW,278 MW,B,Directly derived from the chapter.
93,Identify the correct statement regarding: Bagasse based power procured at Salem Steel Plant?,5 MW,7 MW,27 MW,44 MW,B,Directly derived from the chapter.
94,Identify the correct statement regarding: UJALA scheme relates to?,LEDs,Hydrogen,Water,Roads,A,Directly derived from the chapter.
95,Identify the correct statement regarding: Conventional lights replaced exceed?,1.2 million,0.2 million,"12,000",12 million,A,Directly derived from the chapter.
96,Identify the correct statement regarding: Saplings planted in 2024-25?,3 lakh,30 lakh,1 lakh,5 lakh,A,Directly derived from the chapter.
97,Identify the correct statement regarding: Cumulative saplings planted?,2.24 million,22.4 million,224 million,12.4 million,B,Directly derived from the chapter.
98,Identify the correct statement regarding: Vasundhara Biodiversity Park area?,409 acres,209 acres,509 acres,109 acres,A,Directly derived from the chapter.
99,Identify the correct statement regarding: Kiriburu restored area in FY25?,1.5 ha,5 ha,8 ha,15 ha,A,Directly derived from the chapter.
100,Identify the correct statement regarding: Kiriburu cumulative rehabilitated area?,1.5 ha,8.0 ha,15.2 ha,219 ha,B,Directly derived from the chapter.
101,Identify the correct statement regarding: Meghahatuburu rehabilitated area total?,15.2 ha,5.0 ha,0.5 ha,20 ha,A,Directly derived from the chapter.
102,Identify the correct statement regarding: Bolani cumulative restored area?,219 ha,19 ha,29 ha,4 ha,A,Directly derived from the chapter.
103,Identify the correct statement regarding: PCB use prohibited by?,31 Dec 2025,31 Dec 2030,1 Jan 2026,31 Dec 2024,A,Directly derived from the chapter.
104,Identify the correct statement regarding: Stockholm Convention deals with?,POPs,Trade,Mining,Shipping,A,Directly derived from the chapter.
105,Identify the correct statement regarding: ESG stands for?,Environmental Social Governance,Energy Safety Growth,Economic Social Growth,Environmental Steel Governance,A,Directly derived from the chapter.
106,Identify the correct statement regarding: Global steel CO2 contribution approximately?,8%,12%,21%,31%,A,Directly derived from the chapter.
107,Identify the correct statement regarding: India steel sector CO2 contribution?,8%,10-12%,2%,31%,B,Directly derived from the chapter.
108,Identify the correct statement regarding: India emission intensity mentioned?,1.85,2.55,2.41,3.55,B,Directly derived from the chapter.
109,Identify the correct statement regarding: Global average emission intensity?,2.55,1.85,1.9,2.5,B,Directly derived from the chapter.
110,Identify the correct statement regarding: Net Zero target year?,2050,2060,2070,2080,C,Directly derived from the chapter.
111,Identify the correct statement regarding: Steel Scrap Recycling Policy year?,2019,2016,2021,2010,A,Directly derived from the chapter.
112,Identify the correct statement regarding: National Solar Mission launched in?,2010,2019,2021,2006,A,Directly derived from the chapter.
113,Identify the correct statement regarding: PAT scheme expands to?,Perform Achieve and Trade,Power Audit Trade,Pollution Assessment Tool,Performance Audit Target,A,Directly derived from the chapter.
114,Identify the correct statement regarding: NEDO belongs to?,Japan,India,USA,Germany,A,Directly derived from the chapter.
115,Identify the correct statement regarding: Steel is 100% recyclable without loss of quality.,50% recyclable,75% recyclable,100% recyclable,Not recyclable,C,Directly derived from the chapter.
116,Identify the correct statement regarding: SAIL's Environment Management Division was established on?,23 June 1988,23 June 1990,1 Jan 1988,14 Sept 2006,A,Directly derived from the chapter.
117,Identify the correct statement regarding: EMD headquarters is located at?,Delhi,Mumbai,Kolkata,Rourkela,C,Directly derived from the chapter.
118,Identify the correct statement regarding: EMD is certified with which QMS standard?,ISO 14001:2015,ISO 9001:2015,ISO 45001,ISO 50001,B,Directly derived from the chapter.
119,"Identify the correct statement regarding: The four major pollutants in steel plants include air emissions, effluent, noise and?",Radiation,Solid waste,Heat,Light,B,Directly derived from the chapter.
120,Identify the correct statement regarding: BF stands for?,Basic Furnace,Blast Furnace,Boiling Furnace,Brick Furnace,B,Directly derived from the chapter.
121,Identify the correct statement regarding: BOF stands for?,Basic Oxygen Furnace,Blast Oxygen Facility,Boiler Oxygen Furnace,Basic Ore Furnace,A,Directly derived from the chapter.
122,Identify the correct statement regarding: Corporate Sustainability Policy referenced year?,2024,2025,2026,2030,C,Directly derived from the chapter.
123,Identify the correct statement regarding: Environmental stewardship includes?,Emission reduction,Tax increase,Import promotion,Privatization,A,Directly derived from the chapter.
124,Identify the correct statement regarding: Sustainable sourcing means procurement that is?,Expensive,Responsible,Imported,Unregulated,B,Directly derived from the chapter.
125,"Identify the correct statement regarding: Major air pollutants include CO2, SOx, NOx and?",Methane only,Dust,Helium,Argon,B,Directly derived from the chapter.
126,"Identify the correct statement regarding: Water is used for cooling, heat transfer, descaling and?",Mining only,Dust scrubbing,Painting,Packaging,B,Directly derived from the chapter.
127,Identify the correct statement regarding: Major share of steel industry solid waste comes from?,BF and BOF slag,Office waste,Plastic waste,Food waste,A,Directly derived from the chapter.
128,Identify the correct statement regarding: Environment Control Department is set up at?,Corporate only,Individual plants,Villages,Ports,B,Directly derived from the chapter.
129,Identify the correct statement regarding: EMS is linked with which standard?,ISO 9001,ISO 14001,ISO 22000,ISO 27001,B,Directly derived from the chapter.
130,Identify the correct statement regarding: EIA Notification year?,2000,2010,2006,2016,C,Directly derived from the chapter.
131,Identify the correct statement regarding: Consent to Operate is abbreviated as?,CtE,CtO,CPO,COP,B,Directly derived from the chapter.
132,Identify the correct statement regarding: Consent to Establish is abbreviated as?,CtE,CtO,CEO,CSE,A,Directly derived from the chapter.
133,Identify the correct statement regarding: Air pollution equipment includes?,Bag Filters,Printers,Transformers,Excavators,A,Directly derived from the chapter.
134,Identify the correct statement regarding: SO2 emissions are controlled by using?,High sulphur coal,Low sulphur coal,More limestone,More water,B,Directly derived from the chapter.
135,Identify the correct statement regarding: CDQ stands for?,Coke Dry Quenching,Coal Dry Quality,Carbon Dust Quantity,Coke Dust Quality,A,Directly derived from the chapter.
136,Identify the correct statement regarding: TRT stands for?,Top gas Pressure Recovery Turbine,Thermal Recovery Tank,Top Resource Transfer,Torpedo Recovery Technology,A,Directly derived from the chapter.
137,Identify the correct statement regarding: ETP stands for?,Effluent Treatment Plant,Energy Transfer Plant,Emission Treatment Plant,Eco Test Plant,A,Directly derived from the chapter.
138,Identify the correct statement regarding: STP stands for?,Steel Treatment Plant,Sewage Treatment Plant,Slag Treatment Plant,Steam Treatment Plant,B,Directly derived from the chapter.
139,Identify the correct statement regarding: ZLD stands for?,Zero Liquid Discharge,Zero Land Disposal,Zonal Liquid Disposal,Zero Loss Drainage,A,Directly derived from the chapter.
140,Identify the correct statement regarding: RWH stands for?,Rain Water Harvesting,River Water Handling,Raw Water Heating,Rain Waste Handling,A,Directly derived from the chapter.
141,Identify the correct statement regarding: Catch the Rain campaign belongs to?,MoS,MNRE,Ministry of Jal Shakti,NITI Aayog,C,Directly derived from the chapter.
142,Identify the correct statement regarding: Noise reduction uses acoustic?,Enclosures,Taxes,Furnaces,Roads,A,Directly derived from the chapter.
143,Identify the correct statement regarding: 4R principle includes Reduce Reuse Recycle and?,Rebuild,Recover,Refine,Reform,B,Directly derived from the chapter.
144,Identify the correct statement regarding: Granulated BF slag is sold to?,Textile industry,Cement industry,Paper industry,IT industry,B,Directly derived from the chapter.
145,Identify the correct statement regarding: Waste to Wealth concept aims at?,Maximum benefit from waste,Waste dumping,Imports,Taxation,A,Directly derived from the chapter.
146,Identify the correct statement regarding: PMGSY stands for?,Pradhan Mantri Gramin Sadak Yojana,Prime Mining Scheme,Public Metal Scheme,National Road Tax,A,Directly derived from the chapter.
147,Identify the correct statement regarding: Installed solar energy capacity mentioned?,27.8 MW,17.8 MW,44.1 MW,384 MW,A,Directly derived from the chapter.
148,Identify the correct statement regarding: Green power sourced in FY25?,27.8 MW,384 MW,44.1 MW,7 MW,C,Directly derived from the chapter.
149,Identify the correct statement regarding: Renewable target by 2028-29?,44.1 MW,384 MW,500 MW,278 MW,B,Directly derived from the chapter.
150,Identify the correct statement regarding: Bagasse based power procured at Salem Steel Plant?,5 MW,7 MW,27 MW,44 MW,B,Directly derived from the chapter.
151,Identify the correct statement regarding: UJALA scheme relates to?,LEDs,Hydrogen,Water,Roads,A,Directly derived from the chapter.
152,Identify the correct statement regarding: Conventional lights replaced exceed?,1.2 million,0.2 million,"12,000",12 million,A,Directly derived from the chapter.
153,Identify the correct statement regarding: Saplings planted in 2024-25?,3 lakh,30 lakh,1 lakh,5 lakh,A,Directly derived from the chapter.
154,Identify the correct statement regarding: Cumulative saplings planted?,2.24 million,22.4 million,224 million,12.4 million,B,Directly derived from the chapter.
155,Identify the correct statement regarding: Vasundhara Biodiversity Park area?,409 acres,209 acres,509 acres,109 acres,A,Directly derived from the chapter.
156,Identify the correct statement regarding: Kiriburu restored area in FY25?,1.5 ha,5 ha,8 ha,15 ha,A,Directly derived from the chapter.
157,Identify the correct statement regarding: Kiriburu cumulative rehabilitated area?,1.5 ha,8.0 ha,15.2 ha,219 ha,B,Directly derived from the chapter.
158,Identify the correct statement regarding: Meghahatuburu rehabilitated area total?,15.2 ha,5.0 ha,0.5 ha,20 ha,A,Directly derived from the chapter.
159,Identify the correct statement regarding: Bolani cumulative restored area?,219 ha,19 ha,29 ha,4 ha,A,Directly derived from the chapter.
160,Identify the correct statement regarding: PCB use prohibited by?,31 Dec 2025,31 Dec 2030,1 Jan 2026,31 Dec 2024,A,Directly derived from the chapter.
