question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
14,"The formalization of scrap supply chains primarily supports:","Circular economy","Higher coke consumption","Higher limestone usage","Lower steel demand","A","Formalized scrap collection improves recycling."
15,"DRI stands for:","Direct Reduced Iron","Direct Refined Iron","Dry Reduced Iron","Double Refined Iron","A","DRI means Direct Reduced Iron."
16,"India enjoys a comparative advantage in:","Coal-based DRI","Hydrogen-based DRI","Electric Arc Steel","Open Hearth Steel","A","Coal-based DRI remains India's strength."
17,"Gas-based DRI capacity is mainly important because it supports future transition towards:","Green hydrogen","Higher coal consumption","Imported coke","Scrap elimination","A","Gas-based DRI can transition to green hydrogen."
18,"According to the chapter, India's decarbonization is:","Incremental","Complete","Disruptive","Finished","A","The chapter describes it as incremental."
19,"One major limitation to rapid EAF dominance is:","Limited scrap availability","Excess limestone","High oxygen supply","Too many blast furnaces","A","Scrap availability is a key constraint."
20,"Another major limitation for EAF expansion is:","Scrap quality and logistics","High iron ore production","Low electricity prices","High pellet production","A","Quality and logistics remain bottlenecks."
21,"SAIL plans to increase hot metal production from around:","20 MT to 37 MT","15 MT to 25 MT","25 MT to 50 MT","18 MT to 30 MT","A","Expansion target is about 37 MT."
22,"The target year for SAIL's planned 37 MT hot metal capacity is:","2032–33","2027–28","2035–36","2030–31","A","The expansion target is 2032–33."
23,"One of the biggest challenges for SAIL's expansion is:","Raw material security","Labour shortage","Water availability","Power shortage","A","Raw material securitization is highlighted."
24,"A major decarbonization initiative proposed by SAIL is increased use of:","Pellets","Coke","Limestone","Dolomite","A","Enhanced pellet usage reduces emissions."
25,"Beneficiation mainly helps in utilizing:","Low-grade ores","Imported coke","Scrap","Finished steel","A","Beneficiation upgrades low-grade ores."
26,"Silica reduction is mainly associated with improving:","Low-grade raw materials","Coal quality","Finished steel","Oxygen purity","A","Silica reduction improves ore quality."
27,"SAIL is strengthening its logistics along with:","Beneficiation, crushing and pellet plants","Railway stations only","Power plants only","Rolling mills only","A","Integrated infrastructure expansion is planned."
28,"SAIL mainly procures which raw material instead of producing enough captively?","Fluxes","Iron ore","Coal","Pellets","A","Flux procurement is necessary."
29,"Diversification of flux sources ensures:","Seamless supply","Higher coal imports","Reduced mining","Lower steel demand","A","Diversification reduces supply risk."
30,"The steel industry is described as a:","Raw-material-intensive industry","Labour-intensive industry","Service industry","Capital-light industry","A","Raw materials dominate production economics."
31,"Raw materials significantly affect the ______ of the steel industry.","Techno-economics","Marketing","Human resources","Exports only","A","Raw materials determine techno-economic performance."
32,"SAIL has the ______ largest mining outfit in India.","Second","First","Third","Fourth","A","The chapter states SAIL has the second largest mining outfit."
33,"SAIL mines are spread across Jharkhand, Odisha, Chhattisgarh and:","Madhya Pradesh","West Bengal","Maharashtra","Gujarat","A","These four states contain SAIL's mining operations."
34,"The primary responsibility of SAIL mines is to supply:","Consistent quantity and quality of raw materials","Finished steel","Imported coal","Power","A","Reliable raw material supply is their main objective."
35,"Mission of SAIL mines includes rapid:","Capacity expansion","Steel export","Scrap import","Power generation","A","Rapid capacity expansion is a stated mission."
36,"SAIL aims to improve technology, quality and:","Profitability","Taxation","Exports","Imports","A","Profitability improvement is part of the mission."
37,"Crude steel production during FY 2024–25 is approximately:","19.17 MT","25 MT","30 MT","15 MT","A","The demand table reports 19.17 MT."
38,"Iron ore consumption corresponding to 19.17 MT crude steel is approximately:","34.01 MT","25 MT","50 MT","19 MT","A","The table lists 34.01 MT."
39,"Post-expansion iron ore consumption is expected to reach about:","78 MT","60 MT","90 MT","45 MT","A","Future requirement is approximately 78 MT."
40,"SAIL plans to scale iron ore production capacity to around:","100 MT","80 MT","120 MT","60 MT","A","The long-term target is about 100 MT."
41,"Which of the following is NOT listed as a major raw material for iron making?","Bauxite","Iron ore","Limestone","Coke","A","The chapter lists iron ore, limestone, dolomite, manganese ore and coke as major raw materials."
42,"Low ash content in coke primarily helps to:","Increase blast furnace productivity","Reduce pellet production","Increase slag formation","Reduce iron ore consumption","A","Low-ash coke improves furnace efficiency and productivity."
43,"Low gangue content in iron ore is desirable because it:","Improves furnace productivity","Increases coke consumption","Reduces iron content","Increases slag volume","A","Low gangue reduces impurities entering the furnace."
44,"Which flux property is preferred for efficient iron making?","Low gangue content","High moisture","High silica","High ash","A","Low gangue fluxes improve furnace efficiency."
45,"SAIL developed captive mines mainly to ensure:","Consistent quality and quantity of raw materials","Export growth","Power generation","Higher scrap usage","A","Captive mines ensure reliable raw material supply."
46,"Initially, SAIL mines were captive to:","Individual steel plants","Coal India","State Governments","Private companies","A","Originally each mine served its respective steel plant."
47,"Later, SAIL brought mines under one umbrella mainly to improve:","Quality control and coordination","Foreign investment","Exports","Tax collection","A","Centralized management improved planning and quality."
48,"Which iron ore mine has the highest installed capacity?","Bolani","Kiriburu","Meghahatuburu","Gua","A","Bolani has an installed capacity of 10 MTPA."
49,"The installed capacity of Kiriburu Iron Ore Mine is:","5.5 MTPA","6 MTPA","4.35 MTPA","8 MTPA","A","Kiriburu's installed capacity is 5.5 MTPA."
50,"Meghahatuburu Iron Ore Mine has an installed capacity of:","6 MTPA","5 MTPA","8 MTPA","4 MTPA","A","The table lists 6 MTPA."
51,"The installed capacity of Gua Ore Mine is:","4.35 MTPA","6 MTPA","8.6 MTPA","3 MTPA","A","Gua's capacity is 4.35 MTPA."
52,"Chiria (Manoharpur) Iron Ore Mine has an installed capacity of:","0.75 MTPA","1.5 MTPA","2 MTPA","3 MTPA","A","The mine has a small capacity of 0.75 MTPA."
53,"Barsua Iron Mine has an installed capacity of:","3 MTPA","5 MTPA","4 MTPA","6 MTPA","A","Barsua's installed capacity is 3 MTPA."
54,"Taldih Iron Mine has an installed capacity of:","2 MTPA","4 MTPA","6 MTPA","8 MTPA","A","Taldih's capacity is 2 MTPA."
55,"Kalta Iron Mine has an installed capacity of:","4 MTPA","2 MTPA","6 MTPA","10 MTPA","A","Kalta's installed capacity is 4 MTPA."
56,"Rajhara Mechanical Mine has an installed capacity of:","8.6 MTPA","6 MTPA","5.5 MTPA","10 MTPA","A","Rajhara Mechanical has 8.6 MTPA capacity."
57,"Rowghat Mine has an installed capacity of:","8 MTPA","6 MTPA","4 MTPA","10 MTPA","A","Rowghat's designed capacity is 8 MTPA."
58,"Total iron ore production during FY 2024–25 was approximately:","33.78 MTPA","30.12 MTPA","36.50 MTPA","28.45 MTPA","A","The total production reported is 33.78 MTPA."
59,"Iron ore production during Apr–Dec 2025–26 was approximately:","25.93 MTPA","33.78 MTPA","20.50 MTPA","29.00 MTPA","A","The table reports 25.93 MTPA."
60,"Which benefit of SAIL mines helps reduce dependence on non-captive sources?","Higher productivity and inter-plant transfers","Increased imports","Higher taxes","Reduced beneficiation","A","Improved productivity and transfers reduce outside dependence."
61,"Strategic and need-based networking is listed as a:","Benefit of SAIL Mines","Coal mining policy","Flux strategy","Steel export policy","A","It is the first listed benefit."
62,"Creating synergy in mining operations is achieved through:","Integrated mine management","Coal imports","Private ownership","Reduced mining","A","Integration creates operational synergy."
63,"Perspective planning in SAIL mines mainly focuses on:","Development of new sources","Export promotion","Steel pricing","Power generation","A","The chapter emphasizes new resource development."
64,"Centralized responsibility mainly ensures supply of:","Desired quality and quantity","Imported coal","Finished steel","Electricity","A","Centralized management ensures consistent raw material supply."
65,"Integrated development of new mines includes:","Scouting new mineral areas","Reducing exploration","Stopping beneficiation","Increasing imports","A","Scouting is specifically mentioned."
66,"Consistent iron ore quality is crucial for:","Blast furnace performance","Rolling mill efficiency","Casting speed","Power generation","A","Blast furnace performance depends heavily on ore quality."
67,"Presently SAIL manages how many iron ore mines?","10","8","12","15","A","The chapter states SAIL manages 10 iron ore mines."
68,"SAIL currently operates how many flux mines?","3","2","5","6","A","Three operating flux mines are mentioned."
69,"Kiriburu Iron Ore Mine is located in:","Jharkhand","Odisha","Chhattisgarh","Madhya Pradesh","A","Kiriburu is located in Jharkhand."
70,"Meghahatuburu Iron Ore Mine is located in:","Jharkhand","Odisha","Madhya Pradesh","Chhattisgarh","A","The mine is situated in Jharkhand."
71,"Bolani Ore Mines are located in:","Odisha","Jharkhand","Chhattisgarh","West Bengal","A","Bolani is in Odisha."
72,"Gua Ore Mines are situated in:","Jharkhand","Odisha","Chhattisgarh","Madhya Pradesh","A","Gua is located in Jharkhand."
73,"Manoharpur Ore Mine was commissioned in:","1901","1919","1960","1985","A","Manoharpur is the oldest listed mine."
74,"Gua Ore Mines were commissioned in:","1919","1901","1966","1985","A","Gua began operations in 1919."
75,"Kiriburu Iron Ore Mine was commissioned in:","1964","1960","1966","1985","A","Kiriburu started operations in 1964."
76,"Meghahatuburu Iron Ore Mine was commissioned in:","1985","1964","1960","2021","A","Commissioning year is 1985."
77,"Barsua Iron Mines were commissioned in:","1960","1966","1919","2016","A","Barsua began operations in 1960."
78,"Kalta Iron Mine was commissioned in:","1966","1964","1960","1985","A","The commissioning year is 1966."
79,"Taldih Iron Mine was commissioned in:","2016","2021","1985","1964","A","Taldih is one of the newest mines."
80,"Rowghat Mine was commissioned in:","2021","2016","1985","1966","A","Rowghat became operational in 2021."
81,"To meet future iron ore requirements, SAIL plans to adopt which strategy first?","Development of new mining blocks","Closure of existing mines","Complete dependence on imports","Reduction in beneficiation","A","Development of new iron ore blocks is one of the primary strategies mentioned."
82,"Increasing production from existing mines aims to:","Utilize their full potential","Reduce mining activities","Increase imports","Reduce ore quality","A","Existing mines are planned to operate closer to their full potential."
83,"Beneficiation of iron ore is mainly intended to:","Improve ore quality","Increase ash content","Increase moisture","Reduce iron content","A","Beneficiation upgrades low-grade ore for better utilization."
84,"Achieving operating efficiencies mainly involves:","Economic scale of operations","Reducing production","Increasing imports","Closing mines","A","Economies of scale improve operational efficiency."
85,"Raw material linkage is primarily decided based on:","Transportation economics","Mine ownership","Political boundaries","Steel prices","A","Transportation economics determines the most suitable source."
86,"SAIL is not self-sufficient in:","Fluxes","Iron ore","Coal","Pellets","A","The chapter specifically states SAIL is not self-sufficient in fluxes."
87,"The main reason for SAIL's lack of self-sufficiency in fluxes is:","Poor quality and high cost","Lack of transport","Lack of manpower","Government restrictions","A","Poor quality and high cost of available fluxes are the main reasons."
88,"Which limestone mine is considered suitable for iron making requirements?","Kuteshwar","Nandini","Hirri","Barsua","A","Kuteshwar Limestone Mine meets iron-making quality requirements."
89,"The capacity of Kuteshwar Limestone Mine is being:","Augmented","Reduced","Privatized","Closed","A","The chapter states that its capacity is being increased."
90,"Coking coal is primarily used as a:","Critical input for steelmaking","Flux material","Finished product","Cooling agent","A","Coking coal is an essential raw material for blast furnace iron making."
91,"SAIL imports approximately what percentage of its coking coal requirement?","80–85%","40–45%","50–55%","100%","A","Domestic coking coal availability is limited."
92,"Imported coking coal is blended mainly with coal from:","SAIL mines and BCCL/CCL","Only imported mines","Private foreign mines","Thermal power plants","A","The chapter mentions blending with indigenous coal from SAIL and Coal India subsidiaries."
93,"BCCL stands for:","Bharat Coking Coal Limited","Bokaro Coal Corporation Limited","Bharat Coal Company Limited","Basic Coal Corporation Limited","A","BCCL is Bharat Coking Coal Limited."
94,"CCL is a subsidiary of:","Coal India Limited","SAIL","NMDC","MECON","A","CCL functions under Coal India Limited."
95,"Which SAIL coal mine produces coking coal?","Chasnalla","Ramnagore","Hirri","Kuteshwar","A","Chasnalla produces coking coal."
96,"Which SAIL coal mine also produces coking coal?","Tasra","Ramnagore","Nandini","Bolani","A","Tasra is another coking coal mine."
97,"Ramnagore coal mine is located in:","Raniganj, West Bengal","Jharia, Jharkhand","Korba, Chhattisgarh","Talcher, Odisha","A","Ramnagore is situated in Raniganj."
98,"Chasnalla and Tasra mines are located in:","Jharia, Jharkhand","Odisha","West Bengal","Madhya Pradesh","A","Both mines are located in the Jharia coalfield."
99,"Raw coking coal from Chasnalla and Tasra is washed at:","Chasnalla Washery","Tasra Washery","Bokaro Washery","Nandini Washery","A","The Chasnalla Washery processes the raw coking coal."
100,"The approximate annual production of washed coking coal during FY 2024–25 was:","0.4 MTPA","1.5 MTPA","2.5 MTPA","3.0 MTPA","A","The chapter mentions approximately 0.4 MTPA."
101,"The ash content of washed coking coal produced at Chasnalla Washery is approximately:","18%","10%","25%","35%","A","The washery produces coal with about 18% ash."
102,"Middlings produced during coal washing are mainly used for:","Power generation","Export","Road construction","Pellet production","A","Middlings are utilized as a power-generation fuel."
103,"Thermal coal from Ramnagore is transported through:","Chasnalla siding","Bolani siding","Kiriburu siding","Gua siding","A","The chapter specifies Chasnalla siding."
104,"Thermal coal supplied from Ramnagore is blended with:","Middlings","Limestone","Iron ore","Dolomite","A","The blend improves utilization of by-products."
105,"SAIL is developing the Tasra Coal Block with a capacity of:","4 MTPA","2 MTPA","6 MTPA","8 MTPA","A","Tasra Coal Block is planned at 4 MTPA."
106,"The proposed coking coal washery under MDO has a capacity of:","3.5 MTPA","2 MTPA","1.5 MTPA","5 MTPA","A","A 3.5 MTPA washery is planned."
107,"Total raw coking coal production during FY 2024–25 was:","588 thousand tonnes","465 thousand tonnes","835 thousand tonnes","376 thousand tonnes","A","The production table reports 588 thousand tonnes."
108,"Total thermal coal production during FY 2024–25 was:","835 thousand tonnes","588 thousand tonnes","719 thousand tonnes","547 thousand tonnes","A","The thermal coal table lists 835 thousand tonnes."
109,"SAIL currently operates how many limestone mines?","Two","One","Three","Four","A","Kuteshwar and Nandini are the two operating limestone mines."
110,"The two operating limestone mines are:","Kuteshwar and Nandini","Hirri and Bolani","Kiriburu and Gua","Barsua and Kalta","A","These are the two limestone mines operated by SAIL."
111,"Hirri Mine is associated with production of:","Dolomite","Iron ore","Coal","Limestone","A","Hirri is SAIL's operating dolomite mine."
112,"Kuteshwar Limestone Mine is located in:","Madhya Pradesh","Odisha","Jharkhand","West Bengal","A","Kuteshwar is situated in Madhya Pradesh."
113,"Nandini Limestone Mine is located in:","Chhattisgarh","Jharkhand","Odisha","Madhya Pradesh","A","Nandini is located in Chhattisgarh."
114,"Hirri Dolomite Mine is located in:","Chhattisgarh","Odisha","Jharkhand","Madhya Pradesh","A","Hirri Dolomite Mine is in Chhattisgarh."
115,"Kuteshwar Limestone Mine was commissioned in:","1974","1960","1959","1968","A","The commissioning year given is 1974."
116,"Hirri Dolomite Mine was commissioned in:","1959","1960","1974","1968","A","The chapter lists 1959."
117,"The installed capacity of Kuteshwar Limestone Mine is:","1.4 MTPA","0.83 MTPA","0.94 MTPA","2.0 MTPA","A","The production table gives a capacity of 1.4 MTPA."
118,"The installed capacity of Nandini Limestone Mine is:","0.83 MTPA","1.40 MTPA","0.94 MTPA","2.23 MTPA","A","Nandini's capacity is 0.83 MTPA."
119,"The installed capacity of Hirri Dolomite Mine is:","0.94 MTPA","0.83 MTPA","1.40 MTPA","2.00 MTPA","A","The chapter specifies 0.94 MTPA."
120,"According to the Mine Expansion Plan, long-term raw material security is essential mainly for:","Achieving SAIL's planned capacity expansion","Reducing exports","Closing blast furnaces","Increasing imports","A","Expansion to higher hot metal capacity depends on secure long-term raw material availability."
121,"National Steel Policy (NSP) 2017 envisages a steel production capacity of ______ by FY 2030–31.","300 MTPA","200 MTPA","250 MTPA","350 MTPA","A","The chapter states that NSP 2017 targets 300 MTPA steel capacity by FY 2030–31."
122,"SAIL's mine expansion plan is aligned with:","National Steel Policy 2017","National Mining Policy 2008","Industrial Policy 1991","Make in India Policy","A","The expansion plan is designed to meet the objectives of NSP 2017."
123,"SAIL plans to increase its hot metal capacity from approximately:","20 MT to 37 MT","15 MT to 30 MT","25 MT to 40 MT","30 MT to 45 MT","A","The planned expansion is from about 20 MT to nearly 37 MT."
124,"The most critical requirement for SAIL's future expansion is:","Long-term raw material security","Increased exports","Reduction in labor","Lower electricity prices","A","Expansion depends heavily on long-term raw material availability."
125,"Beneficiation is mainly adopted for:","Utilizing low-grade iron ore","Producing finished steel","Reducing coke imports","Increasing limestone production","A","Beneficiation improves the quality of low-grade ore."
126,"Pelletisation primarily helps in:","Efficient utilization of iron ore fines","Increasing coal production","Reducing limestone demand","Improving scrap quality","A","Pelletisation converts iron ore fines into blast furnace feed."
127,"Installed iron ore production capacity of SAIL is approximately:","46 MTPA","34 MTPA","78 MTPA","100 MTPA","A","The chapter mentions an installed capacity of about 46 MTPA."
128,"Iron ore production during FY 2024–25 was around:","34 MTPA","46 MTPA","78 MTPA","100 MTPA","A","Actual production was approximately 34 MTPA."
129,"The crude steel production corresponding to FY 2024–25 was:","19.17 MT","34 MT","46 MT","78 MT","A","The production figure is given in the chapter."
130,"SAIL aims to increase iron ore production capacity to nearly:","100 MT by FY 2030–31","80 MT by FY 2030–31","60 MT by FY 2030–31","120 MT by FY 2030–31","A","Future production capacity target is about 100 MT."
131,"Which metallic input has shown the fastest relative growth according to the chapter?","Scrap","Hot metal","Pig iron","Limestone","A","Scrap usage has grown at the highest CAGR."
132,"The gradual increase in scrap usage reflects:","Improved recycling and circular economy","Declining steel demand","Closure of blast furnaces","Reduced iron ore mining","A","Higher scrap utilization supports circularity."
133,"Which metallic source remained relatively stable throughout the study period?","Hot metal","Scrap","DRI","Pig iron","A","Hot metal share remained around 54–55%."
134,"Coal-based DRI provides India with a:","Comparative advantage","Competitive disadvantage","Dependence on imports","Reduction in production","A","India has a strong coal-based DRI sector."
135,"Emerging gas-based DRI capacity supports transition toward:","Green hydrogen","Natural graphite","Nuclear fuel","Diesel-based steelmaking","A","Gas-based DRI can transition to hydrogen-based production."
136,"Which factor is NOT identified as a limitation to rapid EAF growth?","High pellet production","Scrap availability","Scrap quality","Scrap logistics","A","The chapter identifies scrap-related constraints, not pellet production."
137,"The primary objective of mine integration in SAIL is to:","Improve quality and coordinated development","Increase exports","Reduce iron ore production","Privatize mining operations","A","Integrated management improves efficiency and planning."
138,"Which organization has the second-largest mining outfit in India?","SAIL","NMDC","Coal India","Tata Steel","A","The chapter specifically mentions SAIL."
139,"Which state does NOT contain SAIL's major mining operations?","Tamil Nadu","Jharkhand","Odisha","Chhattisgarh","A","The mining operations are concentrated in Jharkhand, Odisha, Chhattisgarh and Madhya Pradesh."
140,"Low gangue content in raw materials primarily reduces:","Slag generation","Steel strength","Blast furnace temperature","Pellet size","A","Lower gangue means fewer impurities and less slag."
141,"Which mine has the oldest commissioning year among SAIL iron ore mines?","Manoharpur","Gua","Kiriburu","Bolani","A","Manoharpur was commissioned in 1901."
142,"Which iron ore mine was commissioned most recently?","Rowghat","Taldih","Kiriburu","Meghahatuburu","A","Rowghat was commissioned in 2021."
143,"Which mine was commissioned in 2016?","Taldih","Rowghat","Kiriburu","Bolani","A","Taldih started operations in 2016."
144,"Which iron ore mine has an installed capacity of 8 MTPA?","Rowghat","Kiriburu","Barsua","Kalta","A","Rowghat has a planned capacity of 8 MTPA."
145,"The primary purpose of Chasnalla Washery is to:","Wash raw coking coal","Produce limestone","Beneficiate iron ore","Process dolomite","A","The washery processes raw coking coal."
146,"What valuable by-product is obtained from coal washing?","Middlings","Pellets","Slag","Pig iron","A","Middlings are produced and later used for power generation."
147,"Middlings generated at Chasnalla Washery are mainly used for:","Power generation","Steel rolling","Flux preparation","Ore beneficiation","A","The chapter clearly states this application."
148,"The total limestone production from SAIL flux mines during FY 2024–25 was approximately:","1.31 MT","2.23 MT","1.81 MT","3.17 MT","A","The production table lists about 1.31 MT."
149,"The total SAIL flux production during FY 2024–25 was approximately:","1.71 MT","3.17 MT","2.23 MT","0.94 MT","A","Combined limestone and dolomite production totaled about 1.71 MT."
150,"The overall focus of SAIL's raw material strategy is to:","Ensure long-term resource security while supporting capacity expansion and gradual decarbonization","Replace all blast furnaces immediately","Depend entirely on imported raw materials","Reduce iron ore production","A","The chapter concludes that raw material security, mine expansion, beneficiation, pelletisation and logistics are key to supporting future steel capacity growth."
