question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
101,"Hydraulic cylinders and hydraulic motors are collectively known as:","Controllers","Actuators","Reservoirs","Transducers","B","Actuators perform useful mechanical work."
102,"A hydraulic motor converts hydraulic energy into:","Electrical energy","Rotary mechanical motion","Heat energy","Potential energy","B","Hydraulic motors provide rotary output."
103,"Which hydraulic motor types are commonly used?","Gear, vane, piston","Jet and centrifugal","Turbine only","Impulse only","A","Gear, vane, and piston hydraulic motors are widely used."
104,"A double-acting hydraulic cylinder can:","Only push","Only pull","Push and pull","Only rotate","C","Pressure acts alternately on both sides of the piston."
105,"A single-acting hydraulic cylinder retracts mainly by:","Hydraulic pressure","Spring, weight, or external load","Compressed air","Pump suction","B","Hydraulic pressure acts only during extension."
106,"Hydraulic jacks are generally examples of:","Double-acting cylinders","Single-acting cylinders","Hydraulic motors","Accumulators","B","Most hydraulic jacks extend hydraulically and retract under load."
107,"The primary function of a hydraulic seal is to:","Increase flow","Prevent fluid leakage","Increase pressure","Store oil","B","Seals prevent internal and external leakage."
108,"Besides preventing leakage, seals also:","Increase viscosity","Prevent contamination entry","Reduce flow rate","Generate pressure","B","Seals keep dirt and moisture out of the system."
109,"Which seal material is preferred for high-temperature applications?","Leather","Natural rubber","Viton","Cotton","C","Viton performs well at elevated temperatures."
110,"While handling hydraulic seals, sharp tools should be:","Preferred","Avoided","Heated","Lubricated","B","Sharp tools can damage sealing surfaces."
111,"Which pipe material is commonly used in hydraulic systems?","PVC","Seamless carbon steel","Wood","Copper only","B","Seamless steel pipes withstand hydraulic pressures."
112,"Modern hydraulic systems increasingly use:","Concrete pipes","Stainless steel pipes","Glass pipes","Rubber pipes only","B","Stainless steel offers better corrosion resistance."
113,"Small hydraulic pipes are commonly connected using:","Flanges","Union joints","Welding only","Clamps only","B","Union joints simplify maintenance for smaller pipes."
114,"Large hydraulic pipes are commonly connected using:","Union joints","Flanges","Glue joints","Thread tape only","B","Flanged joints are suitable for larger pipes."
115,"Pipe clamps are primarily used to:","Increase pressure","Support pipes and reduce vibration","Increase oil flow","Store oil","B","Proper clamping prevents loosening and vibration."
116,"Which clamp material is most commonly used today?","Wood","Polypropylene","Concrete","Paper","B","Synthetic polypropylene clamps are widely used."
117,"Hydraulic hoses should be installed so that they:","Twist freely","Rub against each other","Remain smooth without twisting","Cross each other","C","Proper hose routing increases service life."
118,"Which hydraulic fluid is most widely used?","Vegetable oil","Mineral oil","Water","Alcohol","B","Mineral oil is the standard hydraulic fluid."
119,"Vegetable-based hydraulic oils are mainly preferred because they are:","Cheaper","Biodegradable","Highly compressible","Highly volatile","B","Vegetable oils are environmentally friendly."
120,"Synthetic hydraulic fluids are commonly used in:","Food processing only","Fire-hazardous areas","Water treatment plants only","Low-pressure systems only","B","Synthetic fluids provide superior fire resistance."
121,"Pure water is seldom used as a hydraulic fluid because:","It is expensive","It lacks the desired hydraulic properties","It is highly compressible","It damages pumps immediately","B","Pure water has poor lubrication and corrosion characteristics."
122,"HFA fire-resistant hydraulic fluid consists of approximately:","95% oil and 5% water","5% oil and 95% water","60% glycol and 40% water","100% synthetic oil","B","HFA fluids are water-based emulsions containing about 5% oil."
123,"HFB hydraulic fluid consists approximately of:","60% oil and 40% water","40% oil and 60% glycol","95% oil and 5% water","100% water","A","HFB fluids are oil-in-water emulsions."
124,"Which fire-resistant hydraulic fluid offers the highest degree of fire resistance?","HFA","HFB","HFC","HFD","C","HFC fluid contains glycol and provides the highest fire resistance among the listed types."
125,"Which property enables hydraulic oil to resist emulsion formation with water?","Anti-wear property","Demulsibility","Flash point","Compressibility","B","Demulsibility is the ability to separate from water."
126,"A good hydraulic oil should possess:","High oxidation stability","Poor lubrication","Low viscosity index","High compressibility","A","Oxidation stability increases oil life."
127,"A high viscosity index means:","Viscosity changes greatly with temperature","Viscosity changes very little with temperature","Oil becomes thicker at all temperatures","Oil becomes compressible","B","Higher viscosity index ensures stable viscosity."
128,"The flash point of hydraulic oil is the temperature at which it:","Boils","Just ignites without continuous burning","Burns continuously","Freezes","B","Flash point indicates the initial ignition temperature."
129,"Fire point is defined as the temperature at which oil:","Starts evaporating","Burns continuously after ignition","Becomes incompressible","Separates from water","B","At the fire point the oil continues burning."
130,"The number one enemy of a hydraulic system is:","High pressure","Oil contamination","Heat exchanger","Pump vibration","B","Contamination causes most hydraulic failures."
131,"Contamination inside hydraulic oil may originate from:","Pump wear","Cylinder wear","Ambient atmosphere","All of the above","D","Internal and external sources contribute to contamination."
132,"Which maintenance activity is most important for hydraulic reliability?","Painting pipelines","Oil contamination control","Changing pump color","Increasing pressure","B","Maintaining oil cleanliness greatly improves reliability."
133,"Hydraulic oil cleanliness is commonly evaluated using:","ISO 9001","NAS 1638 and ISO 4406","ASTM D86","IS 456","B","These are standard cleanliness classification systems."
134,"Heavy-duty servo hydraulic systems generally require which NAS cleanliness class?","9–11","7–9","4–6","12–14","C","Servo systems require very clean hydraulic oil."
135,"Proportional valve hydraulic systems generally require NAS cleanliness class:","7–8","10–12","13–15","2–3","A","Proportional valves require higher cleanliness than ordinary systems."
136,"Medium-pressure hydraulic systems generally require NAS cleanliness class:","2–4","4–6","7–9","11–13","C","The recommended cleanliness is NAS 7–9."
137,"Low-pressure hydraulic systems generally require NAS cleanliness class:","9–11","4–6","1–3","13–15","A","Low-pressure systems tolerate comparatively higher contamination."
138,"A fresh drum of hydraulic oil is generally:","Perfectly clean","Already contaminated to some extent","Sterile","Free from particles","B","Fresh oil may still require filtration before use."
139,"Water contamination in hydraulic oil usually makes the oil appear:","Red","Blue","Whitish and foamy","Black","C","Water forms emulsions giving the oil a milky appearance."
140,"Water contamination causes:","Improved lubrication","Rusting of internal components","Higher pump efficiency","Reduced wear","B","Water accelerates corrosion and reduces lubrication."
141,"Water contamination also:","Improves filter life","Reduces lubricating film strength","Increases flash point","Reduces pressure drop","B","Reduced film strength increases wear."
142,"Oil leakage in hydraulic systems may cause:","Environmental pollution","Fire hazards","Production losses","All of the above","D","Leakage creates safety, environmental, and economic problems."
143,"Regular tightening of loose pipe connections helps prevent:","Oil leakage","Oil oxidation","Pump displacement","Pressure override","A","Loose joints are a common source of leakage."
144,"Damaged O-rings should be:","Reused","Ignored","Replaced immediately","Painted","C","Damaged seals should always be replaced."
145,"Hydraulic hoses in fire-hazardous areas should be:","Never inspected","Changed periodically","Painted regularly","Filled with grease","B","Preventive replacement reduces fire risks."
146,"Which hydraulic symbol represents one-way flow?","Accumulator","Pressure gauge","Check valve","Cylinder","C","The check valve symbol represents one-way flow."
147,"Which component is represented by the gas-charged pressure vessel symbol?","Accumulator","Reservoir","Pump","Heat exchanger","A","The accumulator stores hydraulic energy."
148,"Which valve symbol represents a 3-position 4-way control valve?","Relief valve","Directional control valve","Flow control valve","Check valve","B","It is the standard symbol for DC valves."
149,"Which hydraulic symbol represents adjustable flow restriction?","Pressure gauge","Accumulator","Flow control valve","Filter","C","Flow control valves regulate oil flow."
150,"An open hydraulic circuit returns oil to the:","Accumulator","Cylinder","Reservoir","Pump casing","C","Oil flows back to the reservoir after completing work."
151,"A closed hydraulic circuit mainly circulates oil between the:","Pump and motor","Pump and filter","Reservoir and cylinder","Accumulator and valve","A","Closed circuits continuously circulate oil between pump and motor."
152,"Closed hydraulic circuits are commonly used for:","Hydraulic presses","Continuous hydro-motor drives","Lubrication systems","Reservoir cleaning","B","Hydrostatic drives commonly use closed circuits."
153,"A booster pump in a closed circuit is mainly used to:","Increase cylinder force","Introduce cool oil from the reservoir","Reduce viscosity","Replace accumulator","B","The booster pump replenishes and cools the circuit."
154,"Which valve introduces fresh oil into a closed hydraulic circuit?","Sequence valve","Flushing valve","Pressure switch","Needle valve","B","The flushing valve admits cool oil."
155,"Hydraulic roll balancing in rolling mills is an application of:","Hydraulic systems","Pneumatic systems","Mechanical drives only","Electrical circuits only","A","Hydraulics are widely used in rolling mills."
156,"Electrode movement in electric arc furnaces is commonly controlled using:","Mechanical gears","Hydraulic systems","Steam engines","Belt drives","B","Hydraulic systems provide accurate positioning."
157,"Mobile cranes primarily use hydraulics because of:","Variable force and smooth control","Low oil temperature","Reduced maintenance only","No pressure generation","A","Hydraulics provide high force and precise motion."
158,"Hydraulic systems are widely used in blast furnaces for operating:","Mud guns and drilling machines","Steam turbines","Generators","Transformers","A","Mud guns and drilling equipment use hydraulics."
159,"Stacker-cum-reclaimers in ore handling plants commonly use:","Hydraulic systems","Vacuum systems","Steam engines","Manual drives","A","Hydraulics are used for heavy material handling."
160,"Hydraulic presses operate mainly based on:","Bernoulli's Principle","Pascal's Law","Archimedes' Principle","Hooke's Law","B","Hydraulic presses are direct applications of Pascal's Law."
161,"Cavitation in a hydraulic system occurs when:","Oil temperature becomes too high","Pressure falls below the vapor pressure of the liquid","Pump speed becomes zero","Flow becomes laminar","B","Cavitation occurs when local pressure drops below the liquid's vapor pressure, forming vapor bubbles."
162,"The formation and collapse of vapor bubbles inside hydraulic oil is known as:","Aeration","Cavitation","Decompression","Hydraulic hammering","B","Cavitation produces vapor bubbles that collapse violently and damage components."
163,"Which hydraulic component is most affected by cavitation?","Reservoir","Pump","Filter","Pressure gauge","B","The hydraulic pump is highly susceptible to cavitation damage."
164,"A loud abnormal noise from a hydraulic pump is a common indication of:","Proper lubrication","Cavitation","Low oil viscosity","Correct operation","B","Cavitation produces a characteristic loud rattling sound."
165,"One possible cause of cavitation is:","Large suction pipe","Excessively small suction pipe","High reservoir capacity","Low pump speed","B","Restricted suction lines lower pressure and promote cavitation."
166,"Too many bends in the suction pipeline may result in:","Higher efficiency","Cavitation","Lower pressure drop","Better lubrication","B","Additional bends increase suction losses and may cause cavitation."
167,"Aeration occurs when:","Vapor bubbles form","Air enters the hydraulic system","Oil becomes contaminated with water","Pressure becomes constant","B","Aeration is caused by the entry of air into the hydraulic oil."
168,"Loose suction line joints mainly cause:","Pressure override","Aeration","Oil oxidation","Heat transfer","B","Air leaks through loose suction joints."
169,"If grease is applied on a leaking suction joint and pump noise immediately decreases, it confirms:","Pump failure","Loose suction joint","Blocked filter","Relief valve failure","B","Grease temporarily seals the air leak."
170,"Excessive aeration causes hydraulic oil to appear:","Crystal clear","Milky","Black","Green","B","Entrained air gives the oil a milky appearance."
171,"Aeration generally results in:","Smooth operation","Erratic operation of hydraulic components","Higher efficiency","Improved lubrication","B","Air bubbles disturb smooth hydraulic performance."
172,"Low oil level in the reservoir may lead to:","Improved cooling","Aeration","Lower viscosity","Higher pressure","B","Low oil level allows air to enter the pump."
173,"Compressibility is defined as the:","Resistance to leakage","Change in volume due to pressure change","Rate of oil flow","Ability to resist oxidation","B","Compressibility measures volume change under pressure."
174,"Decompression in hydraulics refers to:","Rapid pressure increase","Gradual release of confined pressure","Pump shutdown","Cooling of hydraulic oil","B","Decompression safely releases stored hydraulic pressure."
175,"Hydraulic hammering is caused by:","Oil contamination","Sudden opening or closing of valves","Low viscosity","Low reservoir level","B","Rapid valve action creates pressure surges."
176,"Hydraulic hammering may result in:","Pipe bursting","Improved lubrication","Lower system pressure","Better cooling","A","Pressure surges may damage pipelines and components."
177,"Cracking pressure is defined as the:","Maximum pump pressure","Pressure at which a relief valve starts opening","Pressure inside the reservoir","Atmospheric pressure","B","Cracking pressure is the initial opening pressure of a relief valve."
178,"Pressure override is the difference between:","Pump pressure and tank pressure","Cracking pressure and full-flow pressure","Atmospheric pressure and system pressure","Maximum and minimum pressure","B","Pressure override indicates additional pressure required for full valve opening."
179,"A bypass in a hydraulic system is:","Main flow path","Secondary passage for fluid flow","Return pipeline","Pump discharge","B","A bypass provides an alternate flow path."
180,"Breakdown maintenance is also known as:","Predictive maintenance","Catastrophic failure maintenance","Preventive maintenance","Routine maintenance","B","Breakdown maintenance is performed after failure."
181,"Replacing damaged hydraulic components is part of:","Breakdown maintenance","Oil analysis","Predictive maintenance","Contamination monitoring","A","Component replacement is done after failure."
182,"Filter element replacement is included under:","Preventive maintenance","Corrective maintenance","Emergency maintenance","Predictive maintenance","A","Filters are replaced periodically to maintain cleanliness."
183,"Cleaning of heat exchangers is classified under:","Preventive maintenance","Breakdown maintenance","Proactive maintenance","Predictive maintenance","A","Scheduled cleaning prevents overheating."
184,"Accumulator nitrogen charging is part of:","Preventive maintenance","Emergency repair","Lubrication","Alignment","A","Periodic nitrogen charging maintains accumulator performance."
185,"Proactive maintenance mainly focuses on:","Replacing pumps","Eliminating root causes","Changing cylinders","Painting pipelines","B","Proactive maintenance prevents recurring failures."
186,"The primary objective of proactive maintenance is:","Increase oil temperature","Control contamination","Increase flow rate","Reduce reservoir size","B","Contamination control eliminates many hydraulic failures."
187,"Predictive maintenance includes monitoring:","Paint thickness","Temperature and vibration","Oil colour only","Cylinder length","B","Physical condition monitoring predicts failures."
188,"Oil cleanliness checking is a part of:","Predictive maintenance","Breakdown maintenance","Emergency maintenance","Installation","A","Oil analysis predicts equipment health."
189,"Checking accumulator gas pressure is included in:","Predictive maintenance","Corrective maintenance","Installation","Emergency repair","A","Gas pressure monitoring prevents accumulator failure."
190,"Before beginning hydraulic repair work, the first step should be:","Increase pump speed","Follow standard shutdown procedure","Replace oil","Open relief valve","B","Safe shutdown is essential before maintenance."
