question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
50,"Unicode is primarily used for:","Compressing files","Supporting multilingual characters","Increasing RAM","Improving processor speed","B","Unicode enables representation of text in multiple languages."
51,"Integer data in modern computers is commonly stored in:","8-bit or 16-bit blocks","16-bit or 24-bit blocks","32-bit or 64-bit blocks","64-bit or 128-bit blocks","C","Integer data is commonly represented in 32-bit or 64-bit blocks."
52,"Floating-point numbers follow which standard?","IEEE 488","IEEE 754","ISO 9001","ANSI C","B","Floating-point representation follows the IEEE 754 standard."
53,"ASCII is mainly used to represent:","Images","English characters","Audio","Videos","B","ASCII is the standard encoding for basic English characters."
54,"UTF-8 and UTF-16 are examples of:","Programming languages","Unicode encodings","Compression techniques","Operating systems","B","UTF-8 and UTF-16 are Unicode encoding standards."
55,"Which department uses ERP for payroll and budgeting?","Rolling Mill","Finance & Accounts","Blast Furnace","SMS","B","Finance & Accounts use ERP for payroll, budgeting, and financial reporting."
56,"Supplier Relationship Management (SRM) is mainly associated with:","Production","Materials Management","Maintenance","Quality Control","B","SRM is used for vendor evaluation and procurement."
57,"Employee self-service portals allow employees to:","Modify ERP source code","Access payslips and apply for leave","Repair servers","Control PLCs","B","HR portals provide self-service functions like leave and payslip access."
58,"Which process uses burden distribution models?","Rolling Mill","Blast Furnace","Payroll","Sales","B","Blast Furnace optimization includes burden distribution models."
59,"Secondary cooling control is mainly associated with:","Coke Oven","Continuous Caster","Finance","Warehouse","B","Continuous casting uses secondary cooling control."
60,"Gauge control is an important application in:","Rolling Mills","HR","Procurement","Payroll","A","Rolling mills use gauge control for accurate product dimensions."
61,"Condition Monitoring Systems (CMS) mainly support:","Recruitment","Predictive Maintenance","Accounting","Billing","B","CMS predicts equipment failures before breakdown."
62,"IoT sensors primarily provide:","Offline reports","Real-time operational data","Printed reports","Email services","B","IoT sensors continuously collect real-time process data."
63,"AI and Machine Learning are increasingly used for:","Typing documents","Quality prediction","Replacing keyboards","Printing invoices","B","AI/ML improve quality prediction and process optimization."
64,"UPV stands for:","Unified Plant View","Universal Plant Vision","Unified Process Verification","User Process View","A","UPV integrates plant information into a single dashboard."
65,"Enterprise Resource Planning (ERP) mainly eliminates:","Computers","Data duplication","Networks","Programming","B","ERP integrates departments and removes duplicate data."
66,"SAP S/4HANA runs on which database platform?","Oracle","HANA","MySQL","MongoDB","B","SAP S/4HANA is built on the HANA in-memory database."
67,"Business Process Re-engineering mainly focuses on:","Increasing paperwork","Eliminating non-value-adding activities","Replacing CPUs","Buying new hardware","B","BPR simplifies and improves business processes."
68,"Which component manages memory, files and processes?","Compiler","Operating System","Database","BIOS","B","The operating system manages hardware and software resources."
69,"Modern operating systems mainly use:","Single-tasking","Pre-emptive multitasking","Manual scheduling","Batch-only processing","B","Modern OSs allocate CPU time using pre-emptive multitasking."
70,"Which operating system is widely used in industrial servers?","Android","Linux","DOS","Symbian","B","Linux is extensively used in enterprise and industrial servers."
71,"Host-centric architecture mainly uses:","Cloud browsers","Central server with dumb terminals","Smartphones","Wireless sensors","B","Legacy host-centric systems used dumb terminals."
72,"In a 3-tier architecture, the client usually accesses applications through:","USB","Web Browser","Compiler","Router","B","The browser acts as the client in 3-tier architecture."
73,"Hybrid cloud combines:","LAN and WAN","On-premise systems with cloud services","RAM and ROM","CPU and GPU","B","Hybrid cloud integrates local infrastructure with cloud resources."
74,"Which processing type is suitable for monthly MIS reports?","Real-time","Batch","Interactive","Distributed","B","Batch processing is used for scheduled jobs."
75,"Railway reservation is an example of:","Offline Processing","Online Processing","Batch Processing","Manual Processing","B","Reservation systems require real-time user interaction."
76,"Real-time processing requires:","Only accuracy","Accuracy and timing","Only storage","Only networking","B","Correct results must be produced within time constraints."
77,"POST stands for:","Power-On Self Test","Program Output System Test","Power Operating Software Test","Processor Output State Test","A","POST checks hardware during system startup."
78,"Bootloader is loaded after:","POST","Shutdown","Printing","Formatting","A","After POST, the system loads the bootloader."
79,"Proper shutdown prevents:","Processor upgrades","Data corruption","RAM increase","Network slowdown","B","Proper shutdown safely writes pending data."
80,"An algorithm is best defined as:","Hardware component","Finite sequence of instructions","Programming language","Operating system","B","Algorithms describe step-by-step solutions."
81,"Flowcharts are mainly used to represent:","Hardware","Algorithms graphically","Networks","Databases","B","Flowcharts visually represent algorithms."
82,"Python is extensively used for:","Machine Learning","Hardware manufacturing","Printing","Networking cables","A","Python dominates AI, ML and data analytics."
83,"C and C++ are widely used for:","Real-time systems","Email management","Spreadsheet design","Video conferencing","A","C/C++ are common in embedded and real-time programming."
84,"Java is popular because it is:","Platform dependent","Platform independent","Hardware specific","Database specific","B","Java follows the 'write once, run anywhere' principle."
85,"SQL stands for:","Structured Query Language","System Query Logic","Sequential Question Language","Structured Queue Logic","A","SQL is the standard language for relational databases."
86,"Which SQL command retrieves records?","DELETE","SELECT","DROP","ALTER","B","SELECT is used to retrieve data."
87,"DevOps combines:","Networking and Storage","Development and Operations","Databases and Security","Programming and Hardware","B","DevOps integrates software development with IT operations."
88,"Containerization commonly uses:","Oracle","Docker","Windows Media Player","Excel","B","Docker is a popular container platform."
89,"A Data Centre normally operates:","Only during office hours","24×7","Only at night","Weekly","B","Data centres provide continuous service."
90,"UPS stands for:","Universal Power System","Uninterruptible Power Supply","Unified Processing Service","Universal Processor Standard","B","UPS provides backup power during outages."
91,"Virtualization enables:","One OS per server only","Multiple virtual servers on one physical server","More keyboards","More monitors","B","Virtualization improves hardware utilization."
92,"Cloud Data Centres are offered by:","Microsoft Azure","Google Cloud","AWS","All of these","D","Major cloud providers include Azure, AWS and Google Cloud."
93,"The 3-2-1 backup rule recommends keeping how many copies of data?","2","3","4","5","B","Three copies are maintained under the 3-2-1 strategy."
94,"Incremental backup stores:","Entire database","Only changed data","Operating system only","RAM contents","B","Incremental backups save only changed files."
95,"LTO tape is mainly used for:","Operating systems","Long-term archival","CPU cooling","Networking","B","LTO tapes are used for long-term backup."
96,"RTO stands for:","Recovery Time Objective","Real-Time Operation","Remote Transfer Option","Recovery Target Output","A","RTO defines acceptable downtime."
97,"RPO stands for:","Recovery Point Objective","Remote Processing Output","Real Process Optimization","Recovery Program Order","A","RPO defines acceptable data loss."
98,"A Disaster Recovery (DR) site should ideally be located:","In the same room","In a separate geographical location","Inside RAM","Inside BIOS","B","Separate locations improve business continuity."
99,"LAN stands for:","Local Area Network","Large Area Network","Logical Area Network","Limited Access Network","A","LAN connects devices within a limited area."
100,"WAN primarily connects:","Nearby computers only","Networks across large geographical distances","Only mobile phones","Only servers","B","WAN links geographically separated networks."
101,"Which cable category commonly supports Ethernet speeds up to 10 Gbps?","Cat 3","Cat 5","Cat 6/Cat 6A","Coaxial","C","Cat 6 and Cat 6A cables support speeds up to 10 Gbps."
102,"Optical Fibre Cable (OFC) is mainly used for:","Printer connections","High-speed backbone links","Keyboard connections","Monitor cables","B","Optical fibre provides high bandwidth over long distances."
103,"Wi-Fi 6 is also known by which IEEE standard?","802.11n","802.11ac","802.11ax","802.11g","C","Wi-Fi 6 corresponds to IEEE 802.11ax."
104,"5G connectivity is especially useful for:","Floppy disks","Industrial IoT","CRT monitors","Tape drives","B","5G provides low-latency wireless connectivity for Industrial IoT."
105,"An IP address uniquely identifies a:","File","Network device","Printer cartridge","Application","B","Every network device requires a unique IP address."
106,"IPv4 uses addresses of how many bits?","16","32","64","128","B","IPv4 uses 32-bit addresses."
107,"IPv6 uses addresses of how many bits?","32","64","128","256","C","IPv6 uses 128-bit addressing."
108,"Which Windows command displays IP configuration?","ping","format","ipconfig","dir","C","The ipconfig command displays network configuration."
109,"In Linux, IP address information is displayed using:","showip","ip addr","netcfg","route","B","The ip addr command displays IP information."
110,"Which network device forwards packets between different networks?","Switch","Hub","Router","Repeater","C","Routers connect different IP networks."
111,"Which network device connects multiple devices within a LAN?","Firewall","Router","Switch","Gateway","C","Switches connect devices within the same LAN."
112,"A managed switch supports features such as:","VLANs","Spell checking","Image editing","Video rendering","A","Managed switches support VLANs and network management."
113,"The primary purpose of a firewall is to:","Increase RAM","Monitor and control network traffic","Store files","Print documents","B","Firewalls protect networks by filtering traffic."
114,"USB-C supports:","Only power","Only data","Data, video and power","Only video","C","USB-C supports multiple functions over one connector."
115,"Bluetooth is primarily used for:","Long-distance networking","Short-range peripheral connectivity","Cloud storage","Database access","B","Bluetooth connects nearby peripherals."
116,"Modern Windows starts after firmware performs:","Formatting","POST","Printing","Scanning","B","POST checks hardware before loading Windows."
117,"Windows Hello is mainly used for:","Virus scanning","Biometric login","Disk formatting","Printing","B","Windows Hello supports biometric authentication."
118,"Which Windows feature helps manage multiple desktops?","Disk Cleanup","Task View","Paint","Registry Editor","B","Task View provides virtual desktop management."
119,"The keyboard shortcut Alt + Tab is used to:","Delete files","Switch between open windows","Open Explorer","Restart Windows","B","Alt+Tab cycles through running applications."
120,"Snap Layouts in Windows 11 help users:","Compress files","Arrange windows efficiently","Scan documents","Install drivers","B","Snap Layouts simplify multitasking."
121,"File Explorer can be opened using:","Windows + R","Windows + E","Ctrl + E","Alt + E","B","Windows+E opens File Explorer."
122,"Which file extension represents a Microsoft Word document?",".xlsx",".pptx",".docx",".pdf","C","Word documents use the .docx extension."
123,"Which file extension represents an Excel workbook?",".docx",".xlsx",".pptx",".txt","B","Excel workbooks use the .xlsx extension."
124,"Which file extension represents a PowerPoint presentation?",".pptx",".docx",".xlsx",".pdf","A","PowerPoint presentations use the .pptx extension."
125,"Before removing a USB pen drive, users should:","Restart Windows","Use Safely Remove Hardware","Disconnect power","Run antivirus only","B","Safe removal prevents data corruption."
126,"Microsoft OneDrive mainly provides:","CPU acceleration","Cloud storage and synchronization","Firewall services","Printer management","B","OneDrive synchronizes files across devices."
127,"Which MS Office application is primarily used for document creation?","Excel","PowerPoint","Word","Access","C","Word is used for creating documents."
128,"Mail Merge is a feature of:","MS Word","MS Excel","MS Paint","Notepad","A","Mail Merge automates personalized document generation."
129,"Track Changes is mainly used for:","Programming","Document review","Printing","Networking","B","Track Changes records document edits."
130,"An Excel file is known as a:","Workbook","Document","Presentation","Database","A","Excel files are called workbooks."
131,"A workbook contains one or more:","Slides","Worksheets","Pages","Frames","B","Workbooks are made up of worksheets."
132,"Which Excel feature summarizes large datasets?","PivotTable","WordArt","SmartArt","Animation","A","PivotTables summarize and analyze data."
133,"Power Query is mainly used for:","Importing and transforming data","Playing videos","Formatting text","Network configuration","A","Power Query imports and transforms data."
134,"Which Excel function is commonly used to search values in a table?","COUNT","VLOOKUP","ROUND","SUM","B","VLOOKUP retrieves matching values from tables."
135,"Which chart type is best suited for showing trends over time?","Pie Chart","Line Chart","Scatter Chart","Area Chart","B","Line charts effectively display trends."
136,"PowerPoint files are mainly used for:","Accounting","Presentations","Database storage","Programming","B","PowerPoint is presentation software."
137,"Presenter View in PowerPoint allows the presenter to:","Edit videos","View notes while audience sees slides","Access BIOS","Scan documents","B","Presenter View displays speaker notes separately."
138,"Data refers to:","Processed information","Raw facts","Knowledge","Wisdom","B","Data consists of raw facts without context."
139,"Information is:","Random numbers","Processed meaningful data","Binary code","Memory chips","B","Information is meaningful processed data."
140,"A DBMS is primarily responsible for:","Printing","Managing databases","Editing images","Playing media","B","A DBMS stores and manages data efficiently."
141,"Relational databases organize data into:","Videos","Tables","Images","Folders","B","Relational databases use rows and columns."
142,"Oracle is an example of a:","Programming language","Relational DBMS","Operating System","Network protocol","B","Oracle is a relational database management system."
143,"MongoDB is classified as a:","Spreadsheet","NoSQL database","Compiler","Operating System","B","MongoDB is a document-oriented NoSQL database."
144,"Apache Hadoop is mainly used for:","Word processing","Big Data processing","Printer management","Operating systems","B","Hadoop processes massive datasets."
145,"An intranet is accessible by:","Everyone on the Internet","Authorized organizational users","Search engines only","Government agencies only","B","An intranet is a private organizational network."
146,"The World Wide Web consists of:","Computer hardware","Public websites and web resources","RAM chips","Operating systems","B","WWW is the collection of publicly accessible web pages."
147,"Which protocol is commonly used to access websites securely?","FTP","SMTP","HTTPS","POP3","C","HTTPS provides secure web communication."
148,"Google Chrome is a:","Search engine","Web browser","Database","Compiler","B","Chrome is a web browser."
149,"Microsoft Outlook is primarily used for:","Video editing","Email communication","Programming","Database management","B","Outlook is an enterprise email platform."
150,"Users should never open attachments from:","Known colleagues","Unknown or suspicious senders","HR department","Official IT team","B","Unknown email attachments may contain malware or phishing attacks."
