point_id,category,priority,title,point
102,Example,3,Safety Shoes,Safety shoes are standard PPE.
103,Example,3,Safety Helmet,Safety helmet is mandatory PPE.
104,Example,3,Ear Plugs,Ear protection prevents hearing damage.
105,Example,3,Nose Mask,Nose masks protect respiratory health.
106,Example,3,Fire Retardant Garments,Used for fire protection.
107,Example,3,Full Body Harness,Used during work at height.
108,Example,3,Arc Flash Suit,Protects against electrical arc hazards.
109,Fact,4,Road Safety Enforcement,Road safety norms are strictly enforced.
110,Fact,4,Gas Safety Enforcement,Gas safety norms are strictly enforced.
111,Fact,4,Height Safety Enforcement,Height safety norms are strictly enforced.
112,Fact,4,Hot Metal Safety,Special precautions apply to hot metal and slag.
113,Fact,4,Electrical Safety Enforcement,Electrical safety is continuously monitored.
114,Fact,4,Material Handling Safety,Material handling norms are enforced.
115,Definition,5,HIRA,Hazard Identification and Risk Assessment.
116,Exam Point,5,HIRA Coverage,HIRA covers most operation and maintenance activities.
117,Concept,5,Risk Control Hierarchy,Risks are controlled using hierarchy of controls.
118,Definition,5,ALARP,As Low As Reasonably Practicable.
119,Important Point,5,ALARP Goal,Risks must be reduced to acceptable limits.
120,Fact,4,Factories Act Compliance,Compliance with Factories Act is ensured.
121,Fact,4,Mines Act Compliance,Compliance with Mines Act is ensured.
122,Fact,4,Electricity Act Compliance,Compliance with Electricity Act is ensured.
123,Fact,4,Petroleum Act Compliance,Compliance with Petroleum Act is ensured.
124,Fact,4,Explosives Act Compliance,Compliance with Explosives Act is ensured.
125,Important Point,5,Incident Investigation,All work-related incidents are investigated.
126,Definition,5,Root Cause Analysis,Investigation seeks underlying causes.
127,Fact,4,Corrective Action,Corrective actions prevent recurrence.
128,Fact,4,Preventive Action,Preventive actions reduce future risk.
129,Concept,5,Control Hierarchy,Controls are selected according to hierarchy.
130,Important Point,5,Employee Participation,Joint participation supports safety culture.
131,Fact,4,Committee Coverage,All employees are covered by safety committees.
132,Fact,4,Hazard Consultation,Employees are consulted on hazards.
133,Fact,4,Hazard Mitigation,Workers participate in hazard mitigation.
134,Definition,5,Apex Safety Committee,Statutory bipartite safety forum.
135,Fact,4,Departmental Safety Committee,Departmental safety issues are reviewed.
136,Fact,4,Pit Safety Committee,Pit safety committee functions in mines.
137,Fact,4,Union Participation,Trade unions participate in committees.
138,Fact,4,Scheduled Meetings,Safety committee meetings are scheduled.
139,Important Point,5,OH&S Improvement,Committee discussions drive OH&S improvement.
140,Definition,5,Three-Tier Audit,SAIL uses a three-tier safety audit system.
141,Fact,4,Internal Audit,Internal audits involve Area Safety Officer and DSO.
142,Fact,4,SSO Audit,Second tier audit is conducted by SSO.
143,Fact,4,Third Party Audit,External agencies conduct statutory audits.
144,Fact,4,Apex Inspection,HODs Sectional Incharges and DSOs conduct apex inspections.
145,Fact,4,Cross-Functional Inspection,Multiple departments participate in inspections.
146,Fact,4,Civil Department Role,Civil department participates in safety inspections.
147,Fact,4,Electrical Department Role,Electrical department participates in inspections.
148,Fact,4,Crane Engineering Role,Crane Engineering participates in inspections.
149,Fact,4,Structural Inspection Role,Structural inspection teams participate.
150,Fact,4,Fire Safety Inspection,Fire Services conduct fire safety inspections.
151,Definition,5,Behavioural Intervention,Identification of unsafe acts and conditions.
152,Important Point,5,Safety Review,Periodic safety review occurs at top management level.
153,Fact,4,Review Participants,DICs Head of Works and HODs review safety.
154,Fact,4,Strategic Action Plans,Reviews generate action plans.
155,Fact,4,Continuous Improvement Focus,Reviews aim at continuous improvement.
156,Definition,5,SSO Formation,SAIL Safety Organization formed in 1988.
157,Fact,5,SSO Purpose,SSO coordinates safety and fire service activities.
158,Fact,4,Safety Culture Development,SSO promotes safety culture across plants.
159,Fact,4,Policy Development,SSO develops safety policies and procedures.
160,Fact,4,Audit Responsibility,SSO conducts periodic audits.
161,Fact,4,Training Responsibility,SSO builds employee competence.
162,Fact,4,Performance Monitoring,SSO organizes review meetings.
163,Fact,4,Fatal Incident Study,SSO studies fatal and serious incidents.
164,Fact,4,Data Management,SSO maintains accident databases.
165,Fact,4,JCSSI Secretariat,SSO performs secretarial functions for JCSSI.
166,Fact,4,External Liaison,SSO liaises with MoS NSC WSA and others.
167,Fact,4,Awareness Promotion,SSO spreads safety awareness through publications.
168,Fact,4,Safety Consultant Deployment,Safety consultants deployed at five integrated steel plants.
169,Fact,4,Behavior Focus,Consultants address behavioural safety issues.
170,Definition,5,IPSS,Inter Plant Standards in the Steel Industry.
171,Fact,4,IPSS Objective,IPSS enhances safety standards.
172,Fact,4,IPSS Committee,IPSS 1:11 deals with personnel safety appliances and procedures.
173,Fact,4,IPSS Leadership,IPSS 1:11 is headed by ED SSO.
174,Fact,4,Industry Representation,IPSS includes SAIL Tata Steel RINL MECON JSPL HEC.
175,Fact,4,Working at Height Standard,IPSS provides working-at-height standards.
176,Fact,4,Roof Sheet Standard,IPSS covers roof sheet changing jobs.
177,Fact,4,Wagon Tippling Standard,IPSS includes wagon tippling standards.
178,Fact,4,Demolition Standard,IPSS includes demolition safety standards.
179,Fact,4,Loco Operation Standard,IPSS covers loco operation safety.
180,Fact,4,Gas Line Standard,IPSS includes gas line job safety.
181,Fact,4,Hydraulic Safety Standard,IPSS covers hydraulic safety.
