point_id,category,priority,title,point
96,Fact,4,User Roles,CPSEs are onboarded with designated user roles.
97,Fact,4,User Roles,Administrative Ministries are onboarded with designated user roles.
98,Definition,5,MoU Evaluation,Evaluation begins after audited data becomes available.
99,Fact,4,Data Source,Audited Balance Sheet is used for evaluation.
100,Fact,4,Data Source,P&L Statement is used for evaluation.
101,Important Point,5,Automatic Scoring,Score is calculated automatically on dashboard.
102,Rule,5,Benchmark Evaluation,Scoring is done against benchmarked targets.
103,Rule,5,No Exchange Adjustment,Exchange rate changes do not affect evaluation.
104,Rule,5,No Raw Material Adjustment,Raw material price changes do not affect evaluation.
105,Rule,5,No Finished Goods Adjustment,Finished goods price changes do not affect evaluation.
106,Concept,4,Business Risk,Price changes are treated as normal business activity.
107,Rule,5,Audited Accounts Prevail,Audited statements are final for evaluation.
108,Exam Point,5,Achievement Rule,Proportionate marks apply between 50% and 100% achievement.
109,Rule,5,Minimum Threshold,Achievement below 50% earns no marks.
110,Fact,4,Aggregate Score,All parameter scores are added together.
111,Definition,5,Aggregate Score,Aggregate score is sum of all parameter scores.
112,Rule,5,Final Score,Final score is aggregate score minus compliance deductions.
113,Exam Point,5,Compliance Impact,Compliance failures reduce final MoU score.
114,Fact,5,CSR Compliance,CSR expenditure compliance is evaluated.
115,Fact,4,CSR Deduction,CSR non-compliance attracts 1 mark deduction.
116,Fact,5,Corporate Governance,Corporate governance provisions are compliance parameters.
117,Fact,4,Companies Act Link,Companies Act 2013 provisions are considered.
118,Fact,4,SEBI Link,SEBI LODR regulations apply to listed entities.
119,Fact,4,Board Composition,Composition of Board is evaluated.
120,Fact,4,Board Meetings,Board meetings are evaluated.
121,Fact,4,Committee Meetings,Committee meetings are evaluated.
122,Fact,4,Related Party Transactions,Related party transactions are reviewed.
123,Fact,4,Transparency,Disclosure and transparency are compliance requirements.
124,Fact,5,Corporate Governance Deduction,Corporate governance non-compliance attracts 3 marks deduction.
125,Fact,4,TReDS Platform,CPSE onboarding on TReDS is evaluated.
126,Fact,4,TReDS Incentive,TReDS onboarding carries 0.5 mark weight.
127,Definition,4,TReDS,TReDS stands for Trade Receivables Discounting System.
128,Fact,5,MSE Payments,Timely payment to MSE vendors is mandatory.
129,Fact,4,MSE Deduction,Failure in MSE payments attracts 3 marks deduction.
130,Fact,5,Procurement Compliance,Procurement targets from MSEs are monitored.
131,Fact,4,MSE Procurement Target,MSE procurement target is 25%.
132,Fact,4,SC/ST MSE Target,SC/ST owned MSE target is 4%.
133,Fact,4,Women MSE Target,Women-owned MSE target is 3%.
134,Fact,4,Procurement Deduction,Procurement non-compliance attracts 2 marks deduction.
135,Fact,4,Health and Safety,Health and Safety initiatives are compliance parameters.
136,Fact,4,Human Resource Improvement,HR improvement initiatives are evaluated.
137,Fact,4,Health and Safety Deduction,Non-compliance attracts 1 mark deduction.
138,Fact,4,PM Internship Scheme,PM Internship Scheme targets are monitored.
139,Fact,4,MCA Scheme,PM Internship Scheme is under MCA.
140,Fact,4,Internship Deduction,Non-compliance attracts 1 mark deduction.
141,Fact,4,Leadership Development,Leadership Development Plan is a compliance parameter.
142,Fact,4,Leadership Deduction,Leadership Development non-compliance attracts 1 mark deduction.
143,Fact,4,Surplus Assets,Monetization of surplus non-core assets is monitored.
144,Fact,4,Non-Core Assets,Land and buildings are treated as non-core assets.
145,Fact,4,Asset Monetization Deduction,Non-compliance attracts 1 mark deduction.
146,Exam Point,5,Excellent Rating,MoU score of 90 or above is Excellent.
147,Exam Point,5,Very Good Rating,MoU score of 70 or above is Very Good.
148,Exam Point,5,Good Rating,MoU score of 50 or above is Good.
149,Exam Point,5,Fair Rating,MoU score of 33 or above is Fair.
150,Exam Point,5,Poor Rating,MoU score below 33 is Poor.
